,sku,reference_interne_magasin,name,status,on_selection,unite_prix,prix_public,short_description,poids_portion,nbre_portion,price,prix_kilo_site,tax_class_id,marge_arriere,cost,image,small_image,thumbnail,_product_websites,commercant,,,produit_de_saison,,categories,Maturité (choisir une option):drop_down:1,,saisonnalite,origine,lien_producteur,origine,labels_produits,produit_biologique,description,suggestion_utilisation,conseil_commercant,poids_par_pers,weight,notes_com,meta_title,meta_description,us_skus,re_skus,cs_skus
,MPB17-AUL-1152,190,Mini Concombre,0,,kg,9.95 €,La pièce de 140g environ,0.140,1,1.39 €,9.95 €/kg,5,0.20,1.06 €,miniconcombre.jpg,miniconcombre.jpg,miniconcombre.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,56789,,,,,,Non,,,,,0.140,,Mini Concombre - Au Pas De Courses,Mini Concombre - Pascal Bassard Primeur - La pièce de 140g environ - ,MPB17-AUL-1049,,
,MPB17-TOM-1152,193,Tomate a farcir,0,,kg,3.95 €,Le kilo,1.000,1,3.95 €,3.95 €/kg,5,0.20,3.00 €,tomatefarcir.jpg,tomatefarcir.jpg,tomatefarcir.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Tomates,Non,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Tomates,,5678,,,,,,Non,,,,,1.000,,Tomate a farcir - Au Pas De Courses,Tomate a farcir - Pascal Bassard Primeur - Le kilo - ,,re::^MPB17-TOM,
,MPB17-OAE-1057,194,Echalotte grise,0,,piece,2.10 €,,,,0.00 €,2.1 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,"Oignons, Ails & Echalottes",Non,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,"Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Oignons, Ails & Echalottes",,OND,,,,,,Non,,,,,0.000,,Echalotte grise - Au Pas De Courses,Echalotte grise - Pascal Bassard Primeur -  - ,,,
,MPB17-OAE-1116,195,Oignon de Roscoff,0,,kg,6.95 €,Le kilo,1.000,1,6.95 €,6.95 €/kg,5,0.20,5.27 €,oignonroscoff.jpg,oignonroscoff.jpg,oignonroscoff.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,"Oignons, Ails & Echalottes",Non,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,"Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Oignons, Ails & Echalottes",,,,,,"Bretagne, France",AOC,Non,"'oignon de Roscoff est une appellation d'origine contrôlée (AOC) attribuée depuis le 19 octobre 2009 à une production d'oignons cultivée dans une zone délimitée du littoral nord du Finistère. Il s'agit d'une variété d'oignon rosé de l'espèce Allium cepa cultivée traditionnellement dans la région, qui se caractérise par la couleur rosée-cuivrée des tuniques externes et par son calibre moyen compris entre 40 et 80 mm de diamètre. Le nom de l'appellation fait référence à Roscoff, berceau historique de cette production et longtemps unique port d'exportation vers la Grande-Bretagne. L'organisme de contrôle et de gestion de cette appellation est le Syndicat de l'appellation d'origine contrôlée « Oignon de Roscoff » dont le siège est à Saint-Pol-de-Léon.",,,,1.000,,Oignon de Roscoff - Au Pas De Courses,Oignon de Roscoff - Pascal Bassard Primeur - Le kilo - 'oignon de Roscoff est une appellation d'origine contrôlée (AOC) attribuée depuis le 19 octobre 2009 à un,,,
,MPB17-AGR-1011,210,Citron niçois,0,,kg,9.95 €,"La pièce, environ 120g",0.120,1,1.19 €,9.95 €/kg,5,0.20,0.91 €,PBP17-citronnicois.jpg,PBP17-citronnicois.jpg,PBP17-citronnicois.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Agrumes,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Agrumes,,123,,,,,,Non,"Le citron était autrefois appelé « limon » de l’italien « limone » ou de l’espagnol « lima ». Le mot « lime » est toujours utilisé maintenant mais pour nommer le petit citron vert.Originaire de Chine et d’Inde, le citron a été utilisé dès le début du Moyen-Age, puis s’est répandu en Europe vers la fin du XIIe siècle pour traverser l’Atlantique en 1493 sur le bateau de Christophe Colomb. En France, il connut un vif succès aux alentours du XVIIIème siècle, en tant que produit de beauté mais surtout comme remède supposé contre le scorbut. Le citron occupe une place de choix dans nos cuisines. On l'aime pour sa chair juteuse, sa saveur qui oscille entre acide et amère, et sa belle couleur jaune doré. Fruit tonique, riche en vitamine C, le citron est aussi source de bienfaits pour votre organisme. Plein de caractère, le citron vert est un fruit tropical. Festif et convivial, il possède un arôme caractéristique qui dynamise vos plats et cocktails. En prime, ce fruit regorge d'atouts pour votre bien-être.","Consommez-le comme condiment ou comme fruit : Pour relever le goût de vos poissons et crustacés ou en marinade et assaisonnement de vos crudités et de vos salades. Quelques gouttes de citron sont aussi très utiles pour éviter que certains fruits et légumes ne noircissent au contact de l’air. Tranché, le citron peut être confit au sel et ajouté dans les plats de viandes et de poissons mijotés (ragoûts, tajines, etc.).Les amateurs de sucré l’utiliseront en pâtisserie pour confectionner de délicieux gâteaux, cakes, tartes, sorbets, confitures ou encore des mousses. Confits dans un sirop de sucre, ses zestes deviennent une friandise délicieuse.","Conservez-le une semaine maximum à température ambiante ou plusieurs semaines dans le bac à légumes de votre réfrigérateur. Coupé, il doit être utilisé rapidement car la vitamine C est détruite au contact de l’air.",,0.120,,Citron niçois - Au Pas De Courses,"Citron niçois - Pascal Bassard Primeur - La pièce, environ 120g - Le citron était autrefois appelé « limon » de l’italien « limone » ou de l’espagnol « lima ». ",MPB17-AGR-1044,,
,MPB17-FRO-1104,231,"Cerise ""Extra""",0,,kg,8.95 €,Les 500g,0.500,1,4.48 €,8.95 €/kg,5,0.20,3.39 €,PBP17-ceriseburlat.jpg,PBP17-ceriseburlat.jpg,PBP17-ceriseburlat.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits rouges,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits rouges,,678,,,,,,Non,,,,,0.500,,"Cerise ""Extra"" - Au Pas De Courses","Cerise ""Extra"" - Pascal Bassard Primeur - Les 500g - ",,,
,MPB17-FRO-1105,231,"Cerise, les 2 kilos",0,,pièce,12.95 €,Les deux kilos,2.000,1,12.95 €,12.95 €/pièce,5,0.20,9.82 €,PBP17-ceriseburlat.jpg,PBP17-ceriseburlat.jpg,PBP17-ceriseburlat.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits rouges,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits rouges,,678,,,,,,Non,,,,,2.000,,"Cerise, les 2 kilos - Au Pas De Courses","Cerise, les 2 kilos - Pascal Bassard Primeur - Les deux kilos - ",,,
,MPB17-AFR-1001,234,"Abricot, petit calibre",0,,kg,6.95 €,Les 500g,0.500,1,3.48 €,6.95 €/kg,5,0.20,2.64 €,PBP17-abricot.jpg,PBP17-abricot.jpg,PBP17-abricot.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Autres fruits,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Autres fruits,,78,,,,,,Non,"Fruit charnu, ce joli fruit d'été de forme arrondie a la chair sucrée et ferme. Sa couleur orangée vient de sa haute teneur en carotène et en provitamine A. La couleur rouge de sa peau veloutée n’est pas gage de maturité: le degré de maturité est apprécié par le parfum et la souplesse du fruit.",,,,0.500,,"Abricot, petit calibre - Au Pas De Courses","Abricot, petit calibre - Pascal Bassard Primeur - Les 500g - Fruit charnu, ce joli fruit d'été de forme arrondie a la chair sucrée et ferme. Sa couleur orangée ",,,
,MPB17-FRO-1110,236,Cassis,0,,barquette,6.95 €,La barquette de 125g,0.125,1,6.95 €,6.95 €/barquette,5,0.20,5.27 €,PBP17-cassis.jpg,PBP17-cassis.jpg,PBP17-cassis.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits rouges,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits rouges;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,789O,,,,,,Non,,,,,0.125,,Cassis - Au Pas De Courses,Cassis - Pascal Bassard Primeur - La barquette de 125g - ,,,
,MPB17-FRO-1031,236,Fraise ananas,0,,barquette,6.95 €,La barquette de 125g,0.125,1,6.95 €,6.95 €/barquette,5,0.20,5.27 €,CDV17-fraiseananas.jpg,CDV17-fraiseananas.jpg,CDV17-fraiseananas.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits rouges,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits rouges;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,456789OND,Stock limité,,,,,Non,,,,,0.125,,Fraise ananas - Au Pas De Courses,Fraise ananas - Pascal Bassard Primeur - La barquette de 125g - ,,,
,MPB17-AUL-1157,244,Topinambour,0,,kg,2.95 €,Le kilo,1.000,1,2.95 €,2.95 €/kg,5,0.20,2.24 €,topinambour.jpg,topinambour.jpg,topinambour.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,Non,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes,,12OND,,,,,,Non,"Le topinambour est un légume racine. Cru comme cuit, il renferme des glucides qui contribuent à une bonne santé intestinale. Ces sucres pourraient également jouer un rôle dans la prévention de certains cancers et de l’ostéoporose. ",,,,1.000,,Topinambour - Au Pas De Courses,"Topinambour - Pascal Bassard Primeur - Le kilo - Le topinambour est un légume racine. Cru comme cuit, il renferme des glucides qui contribuent à une bonne santé",,,
,MPB17-PDT-1158,245,Pomme de Terre Vitelotte,0,,kg,4.95 €,Le kilo,1.000,1,4.95 €,4.95 €/kg,5,0.20,3.75 €,vitelotte.jpg,vitelotte.jpg,vitelotte.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Pommes de Terre,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Pommes de Terre;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,6789ON,,,,,,Non,,,,,1.000,,Pomme de Terre Vitelotte - Au Pas De Courses,Pomme de Terre Vitelotte - Pascal Bassard Primeur - Le kilo - ,,,
,MPB17-OAE-1059,253,Ail Frais,0,,kg,14.95 €,La tête de 100g environ,0.100,1,1.50 €,14.95 €/kg,5,0.20,1.13 €,PBP17-ailfrais.jpg,PBP17-ailfrais.jpg,PBP17-ailfrais.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,"Oignons, Ails & Echalottes",Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,"Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Oignons, Ails & Echalottes;;Mon Primeur/Pascal Bassard Primeur/Produits de saison",,789O,,,,,,Non,"Version primeur de l'ail que l'on trouve traditionnellement dans les cuisines du monde entier, l'ail frais est récolté en juin et juillet alors qu'il n'est pas encore totalement mâture.","S’il possède encore sa tige verte, vous pouvez la 
cuisiner comme le poireau. Les gousses possèdent un gout moins marqué que celui de l’ail sec et sont très croquantes.",L’ail nouveau ne se conserve pas plus d’une semaine dans le bac du réfrigérateur.,,0.100,,Ail Frais - Au Pas De Courses,"Ail Frais - Pascal Bassard Primeur - La tête de 100g environ - Version primeur de l'ail que l'on trouve traditionnellement dans les cuisines du monde entier, l'",,,
,MPB17-FRO-1033,259,"Cerise Rainier, petite barquette",0,,pièce,5.95 €,La barquette de 300g,0.300,1,5.95 €,5.95 €/pièce,5,0.20,4.51 €,CDV17-ceriserainier.jpg,CDV17-ceriserainier.jpg,CDV17-ceriserainier.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits rouges,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits rouges,,678,,,,,,Non,,,,,0.300,,"Cerise Rainier, petite barquette - Au Pas De Courses","Cerise Rainier, petite barquette - Pascal Bassard Primeur - La barquette de 300g - ",,,
,MPB17-FEX-1004,260,Ananas,0,,piece,3.00 €,"La pièce d'environ 1,3 kg",1.300,1,3.00 €,3 €/piece,5,0.20,2.27 €,ananas.jpg,ananas.jpg,ananas.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits exotiques,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits exotiques,,1234OND,,,,,,Non,"Fruit exotique, l’ananas a longtemps été considéré comme un bien rare et précieux. On le trouve aujourd’hui facilement sur les étals toute l’année. Sa richesse en vitamines participe à votre tonus au quotidien.",,,,1.300,Plus en stock,Ananas - Au Pas De Courses,"Ananas - Pascal Bassard Primeur - La pièce d'environ 1,3 kg - Fruit exotique, l’ananas a longtemps été considéré comme un bien rare et précieux. On le trouve au",,,
,MPB17-LRA-1109,263,Navet boule d'or,0,,kg,3.95 €,Les 500g,0.500,1,1.98 €,3.95 €/kg,5,0.20,1.50 €,navetor.jpg,navetor.jpg,navetor.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Légumes Racines,Non,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Légumes Racines,,12OND,,,,,,Non,"Moins amère que les variétés courantes, le navet boule d’or est un légume ancien plébiscité pour sa chair tendre et fine, sa saveur légèrement sucrée et sa cuisson plus rapide. Il complète les variétés tels les navet Norfolk ou le navet de Nancy pour un éventail de saveur, de la plus douce à la plus piquante.",,,,0.500,,Navet boule d'or - Au Pas De Courses,"Navet boule d'or - Pascal Bassard Primeur - Les 500g - Moins amère que les variétés courantes, le navet boule d’or est un légume ancien plébiscité pour sa chair",,,
,MPB17-AGR-1120,269,Orange sanguine,0,,kg,3.95 €,Le kilo,1.000,1,3.95 €,3.95 €/kg,5,0.20,3.00 €,orangesanguine.jpg,orangesanguine.jpg,orangesanguine.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Agrumes,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Agrumes,,123D,,,,,,Non,"L'orange sanguine est une variété d'orange dont la particularité est d'avoir une chair presque rouge en raison de la présence d'anthocyanine, qui n'est autre qu'un pigment. Mis à part quelques petits points rouges sur sa peau, son apparence extérieure est semblable à celle d'une orange classique. ",,,,1.000,,Orange sanguine - Au Pas De Courses,Orange sanguine - Pascal Bassard Primeur - Le kilo - L'orange sanguine est une variété d'orange dont la particularité est d'avoir une chair presque rouge en rai,,,
,MPB17-TOM-1150,272,Tomate Noire de Crimée,0,,kg,6.95 €,Les 500g,0.500,1,3.48 €,6.95 €/kg,5,0.20,2.64 €,CDV17-noirecrimee.jpg,CDV17-noirecrimee.jpg,CDV17-noirecrimee.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Tomates,Non,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Tomates,,5678,,,,France,Tomates de pleine terre,Non,,,,,0.500,,Tomate Noire de Crimée - Au Pas De Courses,Tomate Noire de Crimée - Pascal Bassard Primeur - Les 500g - ,,re::^MPB17-TOM,
,MPB17-TOM-1161,272,Tomates green zebra,0,,kg,6.95 €,Les 500g,0.500,1,3.48 €,6.95 €/kg,5,0.20,2.64 €,PBP17-tomategreenzebra.jpg,PBP17-tomategreenzebra.jpg,PBP17-tomategreenzebra.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Tomates,Non,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Tomates,,5678,,,,France,Tomates de pleine terre,Non,,,,,0.500,,Tomates green zebra - Au Pas De Courses,Tomates green zebra - Pascal Bassard Primeur - Les 500g - ,,re::^MPB17-TOM,
,MPB17-FRO-1028,287,Groseille à maquereaux,0,,barquette,5.95 €,La barquette de 125g,0.125,1,5.95 €,5.95 €/barquette,5,0.20,4.51 €,CDV17-groseillemaq.jpg,CDV17-groseillemaq.jpg,CDV17-groseillemaq.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits rouges,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits rouges,,678,Stock limité,,,France,,Non,,,,,0.125,,Groseille à maquereaux - Au Pas De Courses,Groseille à maquereaux - Pascal Bassard Primeur - La barquette de 125g - ,,,
,MPB17-AGR-1121,314,Citrons de Sicile,0,,kg,4.50 €,Le kilo,1.000,1,4.50 €,4.5 €/kg,5,0.20,3.41 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Agrumes,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Agrumes,,123D,,,,,,Non,,,,,1.000,,Citrons de Sicile - Au Pas De Courses,Citrons de Sicile - Pascal Bassard Primeur - Le kilo - ,,,
,MPB17-SAL-1017,344,Barquette de Mesclun,0,,piece,2.95 €,La barquette de 100g environ,,1,2.95 €,2.95 €/piece,5,0.20,2.24 €,mesclun.jpg,mesclun.jpg,mesclun.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Salade,Non,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Salade,,,,,,France,,Non,"Autrefois consommé sauvage, le cresson est aujourd’hui cultivé, en petite quantité, dans la moitié nord du pays. Sa production, très délicate, explique encore la faible superficie d’exploitation. Présente toute l’année sur les étals, cette exquise petite salade accompagne et sublime vos recettes salées. Et pour ne rien gâcher, le cresson est riche en fer et en vitamines !",,,,0.000,,Barquette de Mesclun - Au Pas De Courses,"Barquette de Mesclun - Pascal Bassard Primeur - La barquette de 100g environ - Autrefois consommé sauvage, le cresson est aujourd’hui cultivé, en petite quantit",,re::^MPB17-SAL,
,MPB17-SAL-1019,344,Barquette de Roquette,0,,piece,2.95 €,La barquette de 100g environ,,1,2.95 €,2.95 €/piece,5,0.20,2.24 €,roquette.jpg,roquette.jpg,roquette.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Salade,Non,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Salade,,,,,,France,,Non,,,,,0.000,,Barquette de Roquette - Au Pas De Courses,Barquette de Roquette - Pascal Bassard Primeur - La barquette de 100g environ - ,,re::^MPB17-SAL,
,MPB17-TOM-1156,352,Morando,0,,kg,9.95 €,,,1,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Tomates,Non,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Tomates,,,,,,,,Non,,,,,0.000,,Morando - Au Pas De Courses,Morando - Pascal Bassard Primeur -  - ,,re::^MPB17-TOM,
,MPB17-AUF-1091,366,Kiwi,0,,kg,1.20 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Autres fruits,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Autres fruits;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,,,,,,Non,,,,,0.000,,Kiwi - Au Pas De Courses,Kiwi - Pascal Bassard Primeur -  - ,,,
,MPB17-AGR-1131,368,Pomelos promo,0,,piece,0.70 €,L'unité,,,0.00 €,0.7 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Agrumes,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Agrumes,,,,,,,,Non,,,,,0.000,,Pomelos promo - Au Pas De Courses,Pomelos promo - Pascal Bassard Primeur - L'unité - ,,,
,MPB17-AGR-1132,369,Pomelos promo x3,0,,piece,1.80 €,Les 3 pomelos,,3,5.40 €,1.8 €/piece,5,0.20,4.09 €,pomelos.jpg,pomelos.jpg,pomelos.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Agrumes,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Agrumes,,12345,,,,,,Non,"Découvert il y a près de 200 ans, le pomelo est le seul agrume à ne pas être originaire d’Asie. Grâce à sa texture juteuse et gourmande, il a très vite conquis les États-Unis puis l’Europe. Cultivé sous les climats chauds, le pomelo est encore récolté de façon traditionnelle, à la main. Présent tout l’hiver et au printemps, cet agrume dynamise le quotidien grâce à sa richesse en vitamines et minéraux, et sa saveur généreuse.",,,,0.000,,Pomelos promo x3 - Au Pas De Courses,"Pomelos promo x3 - Pascal Bassard Primeur - Les 3 pomelos - Découvert il y a près de 200 ans, le pomelo est le seul agrume à ne pas être originaire d’Asie. Grâc",,,
,MPB17-PDT-1111,378,Pomme de terre Oeil de sologne,0,,kg,4.95 €,Le kilo,1.000,1,4.95 €,4.95 €/kg,5,0.20,3.75 €,oeildesologne.jpg,oeildesologne.jpg,oeildesologne.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Pommes de Terre,Non,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Pommes de Terre,,,,,,,,Non,,,,,1.000,,Pomme de terre Oeil de sologne - Au Pas De Courses,Pomme de terre Oeil de sologne - Pascal Bassard Primeur - Le kilo - ,,,
,MPB17-PEP-1072,379,Pomme Goldrush,0,,kg,3.95 €,Le kilo,1.000,1,3.95 €,3.95 €/kg,5,0.20,3.00 €,PBP17-goldrush.jpg,PBP17-goldrush.jpg,PBP17-goldrush.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Pommes & Poires,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Pommes & Poires,,123OND,,,,,,Non,,,,,1.000,,Pomme Goldrush - Au Pas De Courses,Pomme Goldrush - Pascal Bassard Primeur - Le kilo - ,,re::^MPB17-PEP,
,MPB17-PEP-1134,380,Pomme Patte de loup,0,,kg,3.95 €,Le kilo,1.000,1,3.95 €,3.95 €/kg,5,0.20,3.00 €,pattedeloup.jpg,pattedeloup.jpg,pattedeloup.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Pommes & Poires,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Pommes & Poires,,ND,,,,,,Non,Variété ancienne,,,,1.000,,Pomme Patte de loup - Au Pas De Courses,Pomme Patte de loup - Pascal Bassard Primeur - Le kilo - Variété ancienne,,,
,MPB17-PEP-1141,381,Pomme Reinette d'Armorique,0,,kg,3.95 €,Le kilo,1.000,1,3.95 €,3.95 €/kg,5,0.20,3.00 €,reinettearmorique.jpg,reinettearmorique.jpg,reinettearmorique.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Pommes & Poires,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Pommes & Poires,,23456,,,,France,,Non,Variété ancienne,,,,1.000,,Pomme Reinette d'Armorique - Au Pas De Courses,Pomme Reinette d'Armorique - Pascal Bassard Primeur - Le kilo - Variété ancienne,,,
