,sku,reference_interne_magasin,name,status,on_selection,unite_prix,prix_public,short_description,poids_portion,nbre_portion,price,prix_kilo_site,tax_class_id,marge_arriere,cost,image,small_image,thumbnail,_product_websites,commercant,,,categories,saisonnalite,producteur,lien_producteur,origine,labels_produits,produit_biologique,description,suggestion_utilisation,conseil_commercant,poids_par_pers,weight,notes_com,meta_title,meta_description,us_skus,re_skus,cs_skus
,BDM17-VEA-1230,50,Noix pâtissière de veau,0,,kg,26.95 €,1 tranche,0.220,1,5.93 €,26.95 €/kg,5,0.2,4.50 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France,,Non,"La noix pâtissière, située sur le devant de la cuisse, est un morceau très tendre également mais ses escalopes sont plus petites que celles prises dans la noix. La noix pâtissière fut longtemps réservée aux pâtissiers qui la pilaient et en faisaient des quenelles pour leurs vol-au-vent et timbales.",,"La viande de veau se conserve 2 à 3 jours au réfrigérateur, dans sa partie la plus froide. Elle doit être sortie du réfrigérateur 1/2 h avant d'être cuite : une viande trop froide cuit mal.",0.000,0.220,Toute l'année,Noix pâtissière de veau,"La noix pâtissière, située sur le devant de la cuisse, est un morceau très tendre également mais ses escalopes sont plus petites que celles prises dans la noix. La noix pâtissière fut longtemps réservée aux pâtissiers qui la pilaient et en faisaient des quenelles pour leurs vol-au-vent et timbales.",,"re::^CDV17-VRL,re::^MPB17-ARO",
,BDM17-VEA-1313,51,Roti de quasi de veau,Activé,,kg,26.95 €,1 rôti de 1kg environ,1.000,1,26.95 €,26.95 €/kg,5,0.2,20.44 €,roti_quasi_veau.jpg,roti_quasi_veau.jpg,roti_quasi_veau.jpg,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France,,Non,,,,0.000,1.000,Toute l'année,Roti de quasi de veau,,DAN17-VEA-103,"re::^CDV17-VRL,re::^MPB17-ARO",
,BDM17-VEA-1314,52,Rôti de noix patissière de veau,Activé,,kg,26.95 €,1 rôti de 1kg environ,1.000,1,26.95 €,26.95 €/kg,5,0.2,20.44 €,rotiveau.jpg,rotiveau.jpg,rotiveau.jpg,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France,,Non,,,,0.220,1.000,Toute l'année,Rôti de noix patissière de veau,,,"re::^CDV17-VRL,re::^MPB17-ARO",
,BDM17-VEA-1143,53,Épaule de veau sans os,0,,kg,25.95 €,1 épaule,???,1,#VALUE!,#VALUE!,5,0.2,#VALUE!,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France,,Non,"L’épaule de veau, membre antérieur du veau, est souvent présentée entiére à l’étal du boucher. Elle est vendue désossée ou non, suivant l’usage qu’on veut en faire. Elle se prête à toutes les cuissons : rôtie entière ou désossée, braisée, en blanquette, sautée…",,"Si l’épaule convient très bien aux paupiettes, elle est cependant moins recommandée pour les escalopes. Pour les rôtis on peut acheter l’épaule entiére : cuite avec son os, elle est plus goûteuse. Il faut savoir que le côté palette est plus moelleux et moins sec.",0.220,#VALUE!,Toute l'année,Épaule de veau sans os,"L’épaule de veau, membre antérieur du veau, est souvent présentée entiére à l’étal du boucher. Elle est vendue désossée ou non, suivant l’usage qu’on veut en faire. Elle se prête à toutes les cuissons : rôtie entière ou désossée, braisée, en blanquette, sautée…",DAN17-VEA-108,"re::^CDV17-VRL,re::^MPB17-ARO",
,BDM17-VEA-1044,54,Braisé de veau,0,,kg,19.95 €,,,,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,,,,France,,Non,,"Le rôti : avec ou sans barde ? Pour les inconditionnels du rôti de veau bardé, éviter la barde de porc et lui préférer la graisse de veau, meilleure et mieux adaptée. Quelle que soit la barde choisie, la retirer avant la fin de la cuisson : la viande sera bien dorée, meilleure au goût et plus belle à l’oeil.","Ne jamais acheter un rôti trop petit. La viande est toujours trop sèche après la cuisson. De plus, un reste de rôti de veau froid s’accommode de nombreuses façons.",0.220,0.000,Non dispo lors du relevé,Braisé de veau,,,"re::^CDV17-VRL,re::^MPB17-ARO",
,BDM17-VEA-1233,55,Osso Bucco de veau,Activé,,kg,22.95 €,1 portion de 500g environ,0.500,1,11.48 €,22.95 €/kg,5,0.2,8.70 €,ossobuccoveau.jpg,ossobuccoveau.jpg,ossobuccoveau.jpg,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France,,Non,"L’osso buco se compose de tranches épaisses coupées dans les jarrets avant et arrière dont l’os, riche en moelle, parfume les plats en sauce.","Traditionnellement servi avec des pâtes à la mode italienne, il se cuisine et se sert avec tous les légumes de saison.",,0.250,0.500,Toute l'année,Osso Bucco de veau,"L’osso buco se compose de tranches épaisses coupées dans les jarrets avant et arrière dont l’os, riche en moelle, parfume les plats en sauce.",DAN17-VEA-109,"re::^CDV17-VRL,re::^MPB17-ARO",
,BDM17-VEA-1201,56,Jarret de Veau,0,,kg,22.95 €,1 jarret de 1kg environ,1.000,1,22.95 €,22.95 €/kg,5,0.2,17.40 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France,,Non,"Le jarret est le muscle abdominal qui se situe en pointe des côtes, morceau à mijoter par excellence. Longuement confit avec condiments et épices, sa viande se détache de l’os et son fondant est inégalable.

Le jarret de veau, partie basse des membres de l'animal est un morceau maigre, tendineux, gélatineux, comportant un os riche en moelle. Les jarrets avant sont plus petits que les jarrets arriére et moins charnus.","Plat à mijoter par excellence, le jarret s'associe à tous les légumes nouveaux, carottes, petits oignons, pomme de terre, petits pois, mais aussi aux courgettes et aux blettes, au blanc de poireau, au potiron.","Frais, le jarret se conserve deux à trois jours, dans son emballage, au réfrigérateur à 0 ou 1°. Le sortir 1/2 heure avant de le cuire.",0.250,1.000,Toute l'année,Jarret de Veau,"Le jarret est le muscle abdominal qui se situe en pointe des côtes, morceau à mijoter par excellence. Longuement confit avec condiments et épices, sa viande se détache de l’os et son fondant est inégalable.

Le jarret de veau, partie basse des membres de l'animal est un morceau maigre, tendineux, gé",DAN17-VEA-107,"re::^CDV17-VRL,re::^MPB17-ARO",
,BDM17-VEA-1030,57,Blanquette poitrine de veau,0,,kg,15.95 €,1 portion,0.250,1,3.99 €,15.95 €/kg,5,0.2,3.02 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France,,Non,"La poitrine de veau est le muscle abdominal qui se situe en pointe des côtes. Elle est composée de trois parties : la poitrine (partie la plus épaisse est la plus riche en viande), tendron (entrelardé et cartilagineux) et flanchet (morceau le plus mince et long)","Ces morceaux, riches en os et en graisse, doivent être cuits tels quels : ils seront beaucoup plus goûteux et moelleux. Le gras sera laissé sur le bord de l'assiette.","Penser à toujours sortir la viande une demie heure avant de la cuisiner. N'utiliser ni boîte hermétique, ni papier d'aluminium mais laisser la viande dans son emballage d'origine. Ces morceaux de veau peuvent se conserver trois jours au réfrigérateur dans sa partie la plus froide, un peu plus s'il posséde un tiroir conçu pour la viande.",0.250,0.250,Toute l'année,Blanquette poitrine de veau,"La poitrine de veau est le muscle abdominal qui se situe en pointe des côtes. Elle est composée de trois parties : la poitrine (partie la plus épaisse est la plus riche en viande), tendron (entrelardé et cartilagineux) et flanchet (morceau le plus mince et long)",,"re::^CDV17-VRL,re::^MPB17-ARO",
,BDM17-VEA-1031,58,Blanquette poitrine de veau avec os,0,,kg,15.95 €,1 portion,0.250,1,3.99 €,15.95 €/kg,5,0.2,3.02 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France,,Non,"La poitrine de veau est le muscle abdominal qui se situe en pointe des côtes. Elle est composée de trois parties : la poitrine (partie la plus épaisse est la plus riche en viande), tendron (entrelardé et cartilagineux) et flanchet (morceau le plus mince et long)","Ces morceaux, riches en os et en graisse, doivent être cuits tels quels : ils seront beaucoup plus goûteux et moelleux. Le gras sera laissé sur le bord de l'assiette.","Penser à toujours sortir la viande une demie heure avant de la cuisiner. N'utiliser ni boîte hermétique, ni papier d'aluminium mais laisser la viande dans son emballage d'origine. Ces morceaux de veau peuvent se conserver trois jours au réfrigérateur dans sa partie la plus froide, un peu plus s'il posséde un tiroir conçu pour la viande.",0.250,0.250,Toute l'année,Blanquette poitrine de veau avec os,"La poitrine de veau est le muscle abdominal qui se situe en pointe des côtes. Elle est composée de trois parties : la poitrine (partie la plus épaisse est la plus riche en viande), tendron (entrelardé et cartilagineux) et flanchet (morceau le plus mince et long)",,"re::^CDV17-VRL,re::^MPB17-ARO",
,BDM17-VEA-1343,59,Sauté de veau sans os,0,,kg,22.95 €,,,,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,,,,France,,Non,,,,,0.000,Non dispo lors du relevé,Sauté de veau sans os,,DAN17-VEA-119,"re::^CDV17-VRL,re::^MPB17-ARO",
,BDM17-VEA-1277,60,Queue de veau,0,,kg,12.95 €,,,1,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France,,Non,,,,,0.000,Toute l'année,Queue de veau,,,"re::^CDV17-VRL,re::^MPB17-ARO",
,BDM17-VOL-1123,61,Cuisse Rable Moutarde,0,,kg,19.95 €,,,1,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Volaille,Lapin ?,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,,,,France,,Non,"La poitrine de veau est le muscle abdominal qui se situe en pointe des côtes. Elle est composée de trois parties : la poitrine (partie la plus épaisse est la plus riche en viande), tendron (entrelardé et cartilagineux) et flanchet (morceau le plus mince et long)","Ces morceaux, riches en os et en graisse, doivent être cuits tels quels : ils seront beaucoup plus goûteux et moelleux. Le gras sera laissé sur le bord de l'assiette.","Penser à toujours sortir la viande une demie heure avant de la cuisiner. N'utiliser ni boîte hermétique, ni papier d'aluminium mais laisser la viande dans son emballage d'origine. Ces morceaux de veau peuvent se conserver trois jours au réfrigérateur dans sa partie la plus froide, un peu plus s'il posséde un tiroir conçu pour la viande.",,0.000,Non dispo lors du relevé,Cuisse Rable Moutarde,"La poitrine de veau est le muscle abdominal qui se situe en pointe des côtes. Elle est composée de trois parties : la poitrine (partie la plus épaisse est la plus riche en viande), tendron (entrelardé et cartilagineux) et flanchet (morceau le plus mince et long)",,"re::^CDV,re::^MPB17-ARO",
,BDM17-POR-1220,62,Mignon Porcelet Tex Mex,0,,kg,19.95 €,,,1,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Porc ?,,Mon Boucher/Boucherie des Moines/Porc ?;;Mon Boucher/Boucherie des Moines/Tous,,,,France,,Non,,,,,0.000,Non dispo lors du relevé,Mignon Porcelet Tex Mex,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VOL-1299,63,Rôti de canard farci,0,,kg,26.95 €,,,1,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Volaille,Canard,Mon Boucher/Boucherie des Moines/Volaille;;Mon Boucher/Boucherie des Moines/Tous,,,,France,,Non,,,,0.000,0.000,Non dispo lors du relevé,Rôti de canard farci,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-TRA-1147,64,Escalope Milanaise x2,Activé,1,Pièce,2.20 €,2 escalopes de 120g chacune environ,0.120,2,4.40 €,2.2 €/Pièce,5,0.2,3.34 €,escalopemilanaise.jpg,escalopemilanaise.jpg,escalopemilanaise.jpg,petitcommis_batignolles,Boucherie des Moines,Traiteur,,Mon Boucher/Boucherie des Moines/Traiteur;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France,,Non,,,,0.000,0.240,Toute l'année,Escalope Milanaise x2,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VEA-1241,65,Paupiette nature de veau,Activé,,pièce,2.60 €,1 paupiette de 220g environ,0.220,1,2.60 €,2.6 €/pièce,5,0.2,1.97 €,paupiette_veau_nature.jpg,paupiette_veau_nature.jpg,paupiette_veau_nature.jpg,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France,Fait maison,Non,Une spécialité de la maison!,,,0.000,0.220,Toute l'année,Paupiette nature de veau,Une spécialité de la maison!,DAN17-VEA-114,"re::^CDV,re::^MPB17-ARO",
,BDM17-VEA-1240,66,Paupiette aux fruits x2,0,,pièce,3.20 €,2 paupiettes de 240g chacune environ,0.240,2,6.40 €,3.2 €/pièce,5,0.2,4.85 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France,,Non,,,,0.240,0.480,Toute l'année,Paupiette aux fruits x2,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VEA-1317,67,Rôti de veau Morilles,0,,kg,36.95 €,,,,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,,,,France,,Non,,,,0.220,0.000,Non dispo lors du relevé,Rôti de veau Morilles,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VEA-1318,68,Rôti de veau Orloff,0,,kg,26.95 €,1 rôti de 1kg environ,1.000,1,26.95 €,26.95 €/kg,5,0.2,20.44 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France,,Non,"Le veau Orloff est un apprêt de veau tranché-fourré. Il a été mis au point au XIXe siècle, par Urbain Dubois, cuisinier français au service du prince Orloff, ambassadeur du Tsar en France. Le rôti est braisé puis tranché, fourré de sauce aux champignons et aux oignons, reconstitué, nappé de sauce Mornay, saupoudré de parmesan et glacé au four.",,,0.220,1.000,Toute l'année,Rôti de veau Orloff,"Le veau Orloff est un apprêt de veau tranché-fourré. Il a été mis au point au XIXe siècle, par Urbain Dubois, cuisinier français au service du prince Orloff, ambassadeur du Tsar en France. Le rôti est braisé puis tranché, fourré de sauce aux champignons et aux oignons, reconstitué, nappé de sauce Mo",DAN17-SAU-408,"re::^CDV,re::^MPB17-ARO",
,BDM17-VEA-1321,69,Rôti de veau Pistaches,0,,kg,26.95 €,,,,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,,,,France,,Non,,,,0.220,0.000,Non dispo lors du relevé,Rôti de veau Pistaches,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VEA-1320,70,Rôti de veau Pêches Abricots,0,,kg,26.95 €,,,,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,,,,France,,Non,,,,0.220,0.000,Non dispo lors du relevé,Rôti de veau Pêches Abricots,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-VEA-1288,71,Rognonnade de veau,0,,kg,26.95 €,,,,0.00 €,#DIV/0!,5,0.2,0.00 €,,,,petitcommis_batignolles,Boucherie des Moines,Veau,,Mon Boucher/Boucherie des Moines/Veau;;Mon Boucher/Boucherie des Moines/Tous,,,,France,,Non,,,,0.220,0.000,Non dispo lors du relevé,Rognonnade de veau,,,"re::^CDV,re::^MPB17-ARO",
,BDM17-POR-1312,72,Rôti de porc pruneaux,0,,kg,15.95 €,1 rôti de 1kg environ,1.000,1,15.95 €,15.95 €/kg,5,0.2,12.09 €,BDM17-rotiporcpruneau.jpg,BDM17-rotiporcpruneau.jpg,BDM17-rotiporcpruneau.jpg,petitcommis_batignolles,Boucherie des Moines,Porc,Porc cru frais,Mon Boucher/Boucherie des Moines/Porc;;Mon Boucher/Boucherie des Moines/Tous,,,,France,,Non,La longe (dos) fournit les rôtis les plus tendres (désossés).,,,0.220,1.000,Non dispo lors du relevé,Rôti de porc pruneaux,La longe (dos) fournit les rôtis les plus tendres (désossés).,DAN17-SAU-407,"re::^CDV,re::^MPB17-ARO",
,BDM17-POR-1310,73,Rôti de porc pêches abricots,0,,kg,15.95 €,1 rôti de 1kg environ,1.000,1,15.95 €,15.95 €/kg,5,0.2,12.09 €,,,,petitcommis_batignolles,Boucherie des Moines,Porc,Porc cru frais,Mon Boucher/Boucherie des Moines/Porc;;Mon Boucher/Boucherie des Moines/Tous,,,,France,,Non,La longe (dos) fournit les rôtis les plus tendres (désossés).,,,0.220,1.000,Non dispo lors du relevé,Rôti de porc pêches abricots,La longe (dos) fournit les rôtis les plus tendres (désossés).,,"re::^CDV,re::^MPB17-ARO",
,BDM17-POR-1307,74,Rôti de porc moutarde,0,,kg,15.95 €,1 rôti de 1kg environ,1.000,1,15.95 €,15.95 €/kg,5,0.2,12.09 €,,,,petitcommis_batignolles,Boucherie des Moines,Porc,Porc cru frais,Mon Boucher/Boucherie des Moines/Porc;;Mon Boucher/Boucherie des Moines/Tous,,,,France,,Non,La longe (dos) fournit les rôtis les plus tendres (désossés).,,,0.220,1.000,Non dispo lors du relevé,Rôti de porc moutarde,La longe (dos) fournit les rôtis les plus tendres (désossés).,,"re::^CDV,re::^MPB17-ARO",
,BDM17-POR-1304,75,Rôti de porc Ananas,0,,kg,15.95 €,1 rôti de 1kg environ,1.000,1,15.95 €,15.95 €/kg,5,0.2,12.09 €,,,,petitcommis_batignolles,Boucherie des Moines,Porc,Porc cru frais,Mon Boucher/Boucherie des Moines/Porc;;Mon Boucher/Boucherie des Moines/Tous,,,,France,,Non,La longe (dos) fournit les rôtis les plus tendres (désossés).,,,0.220,1.000,Non dispo lors du relevé,Rôti de porc Ananas,La longe (dos) fournit les rôtis les plus tendres (désossés).,,"re::^CDV,re::^MPB17-ARO",
,BDM17-POR-1308,76,Rôti de porc Orloff,0,,kg,16.95 €,1 rôti de 1kg environ,1.000,1,16.95 €,16.95 €/kg,5,0.2,12.85 €,,,,petitcommis_batignolles,Boucherie des Moines,Porc,Porc cru frais,Mon Boucher/Boucherie des Moines/Porc;;Mon Boucher/Boucherie des Moines/Tous,,,,France,,Non,La longe (dos) fournit les rôtis les plus tendres (désossés).,,,0.220,1.000,Non dispo lors du relevé,Rôti de porc Orloff,La longe (dos) fournit les rôtis les plus tendres (désossés).,,"re::^CDV,re::^MPB17-ARO",
,BDM17-AGN-1141,77,Épaule d'agneau figue pruneaux,0,,kg,26.95 €,1 épaule,1.000,1,26.95 €,26.95 €/kg,5,0.2,20.44 €,,,,petitcommis_batignolles,Boucherie des Moines,Agneau,,Mon Boucher/Boucherie des Moines/Agneau;;Mon Boucher/Boucherie des Moines/Tous,,,,France Sisteron,Sisteron Label Rouge,Non,"L’épaule d’agneau peut se faire griller, pour une saveur incomparable.","Elles sont faciles à préparer, quelques minutes de cuisson leur suffisent et les légumes de saison les accompagnent de leur couleur de leur parfum.",,0.200,1.000,Non dispo lors du relevé,Épaule d'agneau figue pruneaux,"L’épaule d’agneau peut se faire griller, pour une saveur incomparable.",,"re::^CDV,re::^MPB17-ARO",
,BDM17-AGN-1138,78,Épaule d'agneau beurre escargot,0,,kg,26.95 €,1 épaule,1.000,1,26.95 €,26.95 €/kg,5,0.2,20.44 €,,,,petitcommis_batignolles,Boucherie des Moines,Agneau,,Mon Boucher/Boucherie des Moines/Agneau;;Mon Boucher/Boucherie des Moines/Tous,,,,France Sisteron,Sisteron Label Rouge,Non,"L’épaule d’agneau peut se faire griller, pour une saveur incomparable.","Elles sont faciles à préparer, quelques minutes de cuisson leur suffisent et les légumes de saison les accompagnent de leur couleur de leur parfum.",,0.200,1.000,Non dispo lors du relevé,Épaule d'agneau beurre escargot,"L’épaule d’agneau peut se faire griller, pour une saveur incomparable.",,"re::^CDV,re::^MPB17-ARO",
,BDM17-AGN-1179,79,Gigot au beurre persillé,0,,kg,26.95 €,"1 gigot de 3,4 kg environ",3.400,1,91.63 €,26.95 €/kg,5,0.2,69.48 €,,,,petitcommis_batignolles,Boucherie des Moines,Agneau,,Mon Boucher/Boucherie des Moines/Agneau;;Mon Boucher/Boucherie des Moines/Tous,,,,France Sisteron,Sisteron Label Rouge,Non,"Le gigot, symbole gourmand des Français, pour un plaisir partagé en grande famille, passe en mode solo : coupé en tranche ou en pavé bien épais et juste grillé ou poêlé, il permet de s’en régaler et d’apprécier sa belle jutosité et sa tendreté sans avoir à attendre le repas qui réunira suffisamment de personnes ! Le gigot entier se compose du gigot raccourci et de la selle, partie haute de la hanche","Une petite sauce pour napper, un accompagnement simple ou original font du gigot à griller une viande du quotidien.",,0.250,3.400,Non dispo lors du relevé,Gigot au beurre persillé,"Le gigot, symbole gourmand des Français, pour un plaisir partagé en grande famille, passe en mode solo : coupé en tranche ou en pavé bien épais et juste grillé ou poêlé, il permet de s’en régaler et d’apprécier sa belle jutosité et sa tendreté sans avoir à attendre le repas qui réunira suffisamment ",,"re::^CDV,re::^MPB17-ARO",
,BDM17-AGN-1100,80,Côte Filet d'Agneau double,Activé,,kg,26.95 €,1 côte de 200g environ,0.200,1,5.39 €,26.95 €/kg,5,0.2,4.09 €,coteagneaudouble.jpg,coteagneaudouble.jpg,coteagneaudouble.jpg,petitcommis_batignolles,Boucherie des Moines,Agneau,,Mon Boucher/Boucherie des Moines/Agneau;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France Sisteron,Sisteron Label Rouge,Non,La côte filet ne comporte pas de manche.,"Une côte à griller, tout simplement. Pour apprécier toute sa jutosité et sa tendreté, préférer une cuisson « rosé » ou « à point ».","Les côtes d’agneau ne se conservent pas plus de deux jours au réfrigérateur, dans sa partie la plus froide.",0.100,0.200,Toute l'année,Côte Filet d'Agneau double,La côte filet ne comporte pas de manche.,DAN17-AGN-207,"re::^CDV,re::^MPB17-ARO",
,BDM17-AGN-1104,81,Côte Première d'Agneau,Activé,,kg,29.95 €,1 côte de 80g environ,0.080,1,2.40 €,29.95 €/kg,5,0.2,1.82 €,cotepremiereagneau.jpg,cotepremiereagneau.jpg,cotepremiereagneau.jpg,petitcommis_batignolles,Boucherie des Moines,Agneau,,Mon Boucher/Boucherie des Moines/Agneau;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France Sisteron,Sisteron Label Rouge,Non,"La côte offre une viande moelleuse et savoureuse. Les côtes premières, au nombre de quatre également, sont formées d’une belle noix de chair, entourées d’un peu de graisse, et elles possèdent un long manche. Une côte première bien préparée se présente comme une nervure de voûte gothique.","Une côte à griller, tout simplement. Pour apprécier toute sa jutosité et sa tendreté, préférer une cuisson « rosé » ou « à point ».","Les côtes d’agneau ne se conservent pas plus de deux jours au réfrigérateur, dans sa partie la plus froide.",,0.080,Toute l'année,Côte Première d'Agneau,"La côte offre une viande moelleuse et savoureuse. Les côtes premières, au nombre de quatre également, sont formées d’une belle noix de chair, entourées d’un peu de graisse, et elles possèdent un long manche. Une côte première bien préparée se présente comme une nervure de voûte gothique.",DAN17-AGN-205,"re::^CDV,re::^MPB17-ARO",
,BDM17-AGN-1097,82,Côte Découverte d'Agneau,Activé,,kg,27.95 €,1 côte de 110g environ,0.110,1,3.07 €,27.95 €/kg,5,0.2,2.33 €,cotepremiereagneau.jpg,cotepremiereagneau.jpg,cotepremiereagneau.jpg,petitcommis_batignolles,Boucherie des Moines,Agneau,,Mon Boucher/Boucherie des Moines/Agneau;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France Sisteron,Sisteron Label Rouge,Non,"Les côtes découvertes, de la 1ère à la 5ème, sont découvertes, lors de la levée de l’épaule au moment de la découpe. Elles se trouvent à la suite du collier. La côte découverte est la côte des amateurs. Sa chair, entrelardée, couvre largement le manche. Appelée aussi côtelette bouchère, elle est l’égale de l’entrecôte de bœuf.","Les côtes découvertes, quand elles ne sont pas grillées, braisées ou sautées, entrent dans la préparation de délicieux ragoûts.","Les côtes d’agneau ne se conservent pas plus de deux jours au réfrigérateur, dans sa partie la plus froide.",,0.110,Toute l'année,Côte Découverte d'Agneau,"Les côtes découvertes, de la 1ère à la 5ème, sont découvertes, lors de la levée de l’épaule au moment de la découpe. Elles se trouvent à la suite du collier. La côte découverte est la côte des amateurs. Sa chair, entrelardée, couvre largement le manche. Appelée aussi côtelette bouchère, elle est l’é",DAN17-AGN-206,"re::^CDV,re::^MPB17-ARO",
,BDM17-AGN-1108,82,Côte Seconde d'Agneau,Activé,,kg,27.95 €,1 côte de 80g environ,0.080,1,2.24 €,27.95 €/kg,5,0.2,1.70 €,cotes_agneau.jpg,cotes_agneau.jpg,cotes_agneau.jpg,petitcommis_batignolles,Boucherie des Moines,Agneau,,Mon Boucher/Boucherie des Moines/Agneau;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France Sisteron,Sisteron Label Rouge,Non,"A la suite des côtes découvertes, viennent quatre côtes secondes. La noisette de la côte seconde est aussi belle que celle de la côte première mais une bande un peu plus grasse s’étend le long du manche de la côte seconde.","Une côte à griller, tout simplement. Pour apprécier toute sa jutosité et sa tendreté, préférer une cuisson « rosé » ou « à point ».","Les côtes d’agneau ne se conservent pas plus de deux jours au réfrigérateur, dans sa partie la plus froide.",0.250,0.080,Toute l'année,Côte Seconde d'Agneau,"A la suite des côtes découvertes, viennent quatre côtes secondes. La noisette de la côte seconde est aussi belle que celle de la côte première mais une bande un peu plus grasse s’étend le long du manche de la côte seconde.",,"re::^CDV,re::^MPB17-ARO",
,BDM17-AGN-1081,83,Collier d'Agneau,Activé,,kg,12.95 €,1 portion de 1100g environ,1.100,1,14.25 €,12.95 €/kg,5,0.2,10.80 €,BDM17-collieragneau.jpg,BDM17-collieragneau.jpg,BDM17-collieragneau.jpg,petitcommis_batignolles,Boucherie des Moines,Agneau,,Mon Boucher/Boucherie des Moines/Agneau;;Mon Boucher/Boucherie des Moines/Tous,Toute l'année,,,France Sisteron,Sisteron Label Rouge,Non,"Le collier d'agneau est un morceau charnu, économique et savoureux. Le collier d'agneau est surtout utilisé comme morceau à pocher, à braiser ou à sauter","Il est idéal pour tous les plats préparés avec des légume secs ou des pommes de terre mais se marie avec bon nombre de légumes, notamment les primeurs. Il peut être utilisé avec d'autres morceaux comme la queue, la poitrine, le haut de côtes, pour donner du goût.","Le collier d'agneau ne se conserve pas plus de deux jours au réfrigérateur, dans sa partie la plus froide.",0.250,1.100,Toute l'année,Collier d'Agneau,"Le collier d'agneau est un morceau charnu, économique et savoureux. Le collier d'agneau est surtout utilisé comme morceau à pocher, à braiser ou à sauter",DAN17-AGN-209,"re::^CDV,re::^MPB17-ARO",
