overwrite,rootcat,parent,level,id,name,thumb,full,estcom_commercant,is_active,meta_title,description,meta_description,is_clickable,include_in_menu,show_in_navigation,show_age_popup,display_mode,landing_page,menu_bg_color,menu_text_color,menu_template,menu_main_static_block,menu_static_block1,product_count
0,864,Fromager,2,873,La Fromagerie Lasnier,thumbnail_36.jpg,commercant_37.jpg,70,1,Fromager - La Fromagerie Lasnier,"<p>Depuis 1936 la fromagerie Lasnier est avant tout une histoire de famille gérée par Thierry et ses drôles de dames ! Ici vous rencontrerez le père, la fille, la femme ou la sœur et chacun ira de son bon conseil ou de sa délicieuse recette comme le Brie au basilic, à la truffe ou encore le tiramisu.</p>
<p>Située dans le 13ème arrondissement de Paris, la fromagerie a un charme fou et vous invite au voyage à travers la présentation de ses fromages de qualité qui donnent plus envie les uns que les autres. Vous pouvez également demander des plateaux de fromages sur-mesure qui satisferont parfaitement votre escapade gourmande.</p>","Depuis 1930 la fromagerie Lasnier est avant tout une histoire de famille gérée par Thierry et ses drôles de dames ! Ici vous rencontrerez le père, la fille, la femme ou la tante et chacun ira de son bon conseil ou de sa délicieuse recette comme le Brie au basilic, aux girolles ou encore le tiramisu. Située dans le 13ème arrondissement de Paris, la fromagerie a un charme fou et vous invite au voyage à travers la présentation de ses fromages de qualité qui donnent plus envie les uns que les autres. Vous pouvez également demander des plateaux de fromages sur-mesure qui satisferont parfaitement votre escapade gourmande.",1,1,,0,PRODUCTS,,,,template3,main_block_fla13,,227
0,864,Poissonnier,2,874,Au Bon Port Jeanne d'Arc,thumbnail_2_.jpg,full_2_.jpg,70,1,Poissonnier - Au Bon Port Jeanne d'Arc,"<p>Une des poissonneries incontournables du 13ème arrondissement, la poissonnerie Au Bon Port vous propose des poissons fins, coquillages et crustacés en provenance directe des meilleurs producteurs et marayeurs français.</p>
<p>L’équipe est à votre écoute et vous prodigue les meilleurs conseils pour la préparation de vos repas ou de vos réceptions. Découvrez également une large gamme de produits traiteur qui raviront vos papilles !</p>","Une des poissonneries incontournables du 13ème arrondissement, la poissonnerie Au Bon Port vous propose des poissons fins, coquillages et crustacés en provenance directe des meilleurs producteurs et marayeurs français.  L’équipe est à votre écoute et vous prodigue les meilleurs conseils pour la préparation de vos repas ou de vos réceptions. Découvrez également une large gamme de produits traiteur qui raviront vos papilles !",1,1,,0,PRODUCTS,,,,template3,main_block_abp13,,81
0,864,Caviste,2,875,La Cave de Tolbiac,thumbnail_38.jpg,commercant_39.jpg,70,1,Caviste - La Cave de Tolbiac,"<p>Ce caviste de quartier vous accueille dans un chaleureux décor de boiseries et toujours dans la bonne humeur. Passionné de vins, Christophe Vidal sélectionne les meilleurs crus pour vous proposer de jolies trouvailles à un bon rapport qualité prix mais aussi les grands classiques, parmi près de 500 références.</p>
<p>À la Cave de Tolbiac les mots d’ordre sont convivialité, bonne humeur et gourmandise ! et vous pouvez le vérifier chaque samedi lors des dégustations organisées sur place, qui ouvriront votre palais à la découverte de l’oenologie.</p>
","Ce caviste de quartier vous accueille dans un chaleureux décor de boiseries et toujours dans la bonne humeur. Passionné de vins, Christophe Vidal sélectionne les meilleurs crus pour vous proposer de jolies trouvailles à un bon rapport qualité prix mais aussi les grands classiques, parmi près de 500 références. À la Cave de Tolbiac les mots d’ordre sont convivialité, bonne humeur et gourmandise ! et vous pouvez le vérifier chaque samedi lors des dégustations organisées sur place, qui ouvriront votre palais à la découverte de l’oenologie.",1,1,,0,PRODUCTS,,,,template2,main_block_LCT13,,26
0,864,Boulanger,2,876,Boulangerie de Tolbiac,thumbnail_39.jpg,commercant_40.jpg,70,1,Boulanger - Boulangerie de Tolbiac,"<p>La boulangerie de Tolbiac est une véritable institution pour tous les amateurs de bon pain dans le 13ème arrondissement. Que vous préfériez le bio ou non, vous pourrez déguster et redécouvrir le goût du pain, le vrai. 

Un large choix de pains traditionnels et de pains bio telles que tourtes ou la fameuse baguette parisienne ainsi que des viennoiseries qui vous feront venir (et revenir).

</p>","<p>La boulangerie de Tolbiac est une véritable institution pour tous les amateurs de bon pain dans le 13ème arrondissement. Que vous préfériez le bio ou non, vous pourrez déguster et redécouvrir le goût du pain, le vrai. 

Un large choix de pains traditionnels et de pains bio telles que tourtes ou la fameuse baguette parisienne ainsi que des viennoiseries qui vous feront venir (et revenir).
</p>",1,1,,0,PRODUCTS,,,,template1,main_block_bdt13,,24
0,864,Boucherie Persillé,3,877,Veau,veau_9.jpg,veau_10.jpg,,1,Boucherie Persillé - Veau,,,1,1,,,PRODUCTS,,,,,,,5
0,864,Boucherie Persillé,3,878,Tous les produits,catalog/category/Tous_32.jpg,catalog/category/Tous_33.jpg,,1,Boucherie Persillé - Tous les produits,,,1,0,,0,PRODUCTS,,,,,,,65
0,864,Boucherie Persillé,3,879,Porc,porc_11.jpg,porc_12.jpg,,1,Boucherie Persillé - Porc,,,1,1,,,PRODUCTS,,,,,,,6
0,864,Boucherie Persillé,3,880,Agneau,agneau_9.jpg,agneau_10.jpg,,1,Boucherie Persillé - Agneau,,,1,1,,,PRODUCTS,,,,,,,5
0,864,Boucherie Persillé,3,881,Bœuf,boeuf_9.jpg,boeuf_10.jpg,,1,Boucherie Persillé - Bœuf,,,1,1,,,PRODUCTS,,,,,,,11
0,864,Boucherie Persillé,3,882,Charcuterie,Charcuterie_9.jpg,Charcuterie_10.jpg,,1,Boucherie Persillé - Charcuterie,,,1,1,,,PRODUCTS,,,,,,,30
0,864,Boucherie Persillé,3,883,Volailles,volaille_7.jpg,volaille_8.jpg,,1,Boucherie Persillé - Volailles,,,1,1,,,PRODUCTS,,,,,,,8
0,864,Primeur de la Butte-Aux-Cailles,3,884,Tous les fruits,fruits_8.jpg,fruits_9.jpg,,1,Primeur de la Butte-Aux-Cailles - Tous les fruits,,,1,1,,,PRODUCTS,,,,,,,97
0,864,Primeur de la Butte-Aux-Cailles,3,886,Tous les produits,tous_26.jpg,tous_27.jpg,,1,Primeur de la Butte-Aux-Cailles - Tous les produits,,,1,0,,0,PRODUCTS,,,,,,,225
0,864,Primeur de la Butte-Aux-Cailles,3,887,Tous les légumes,legume_6.jpg,legume_7.jpg,,1,Primeur de la Butte-Aux-Cailles - Tous les légumes,,,1,1,,,PRODUCTS,,,,,,,109
0,864,Primeur de la Butte-Aux-Cailles,3,889,Epicerie Fine,aromate_7.jpg,aromate_8.jpg,,1,Primeur de la Butte-Aux-Cailles - Epicerie Fine,,,1,1,,,PRODUCTS,,,,,,,16
0,864,Primeur de la Butte-Aux-Cailles,3,892,Fruits et légumes de saison,local_6.jpg,local_7.jpg,,1,Primeur de la Butte-Aux-Cailles - Fruits et légumes de saison,,,1,0,,0,PRODUCTS,,,,,,,44
0,864,Au Bon Port Jeanne d'Arc,3,907,Huîtres & Coquillages,coquillages_5.jpg,coquillages_6.jpg,,1,Au Bon Port Jeanne d'Arc - Huîtres & Coquillages,,,1,1,,,PRODUCTS,,,,,,,10
0,864,Au Bon Port Jeanne d'Arc,3,908,Tous les produits,Tous_36.jpg,Tous_37.jpg,,1,Au Bon Port Jeanne d'Arc - Tous les produits,,,1,1,,,PRODUCTS,,,,,,,81
0,864,Au Bon Port Jeanne d'Arc,3,909,Crustacés,crustaces_5.jpg,crustaces_6.jpg,,1,Au Bon Port Jeanne d'Arc - Crustacés,,,1,1,,,PRODUCTS,,,,,,,8
0,864,Au Bon Port Jeanne d'Arc,3,910,Epicerie Fine,conserves_19.jpg,conserves_20.jpg,,1,Au Bon Port Jeanne d'Arc - Epicerie Fine,,,1,1,,,PRODUCTS,,,,,,,4
0,864,Epicerie ,2,912,Au Bon Port Jeanne d'Arc,thumbnail_40.jpg,commercant_41.jpg,70,1,Epicerie  - Au Bon Port Jeanne d'Arc,,,1,1,,0,PRODUCTS,,,,template3,main_block_abp13,,4
0,864,Au Bon Port Jeanne d'Arc,3,913,Conserve,conserves_22.jpg,conserves_21.jpg,,1,Au Bon Port Jeanne d'Arc - Conserve,,,1,1,,,PRODUCTS,,,,,,,1
0,864,Au Bon Port Jeanne d'Arc,3,914,Blinis,platprepares_8.jpg,platprepares_7.jpg,,0,Au Bon Port Jeanne d'Arc - Blinis,,,1,1,,0,PRODUCTS,,,,,,,0
0,864,Au Bon Port Jeanne d'Arc,3,915,Traiteur,platprepares_5.jpg,platprepares_6.jpg,,1,Au Bon Port Jeanne d'Arc - Traiteur,,,1,1,,,PRODUCTS,,,,,,,15
0,864,Traiteur,2,917,Au Bon Port Jeanne d'Arc,thumbnail_41.jpg,commercant_42.jpg,70,1,Traiteur - Au Bon Port Jeanne d'Arc,,,1,1,,0,PRODUCTS,,,,template3,main_block_abp13,,15
0,864,Au Bon Port Jeanne d'Arc,3,919,Poissons,poissons_7.jpg,poissons_8.jpg,,1,Au Bon Port Jeanne d'Arc - Poissons,,,1,1,,,PRODUCTS,,,,,,,43
0,864,Au Bon Port Jeanne d'Arc,3,923,Sauces,sauceetcoulis_7.jpg,sauceetcoulis_6.jpg,,0,Au Bon Port Jeanne d'Arc - Sauces,,,1,1,,0,PRODUCTS,,,,,,,0
0,864,La Cave de Tolbiac,3,925,Tous les produits,tous_28.jpg,tous_29.jpg,,1,La Cave de Tolbiac - Tous les produits,,,1,1,,,PRODUCTS,,,,,,,26
0,864,La Cave de Tolbiac,3,926,Par type de boissons,coffrets_7.jpg,coffrets_8.jpg,,1,La Cave de Tolbiac - Par type de boissons,,,1,1,,,PRODUCTS,,,,,,,26
0,864,La Cave de Tolbiac,3,928,Par couleur,autres_11.jpg,autres_12.jpg,,1,La Cave de Tolbiac - Par couleur,,,1,1,,,PRODUCTS,,,,,,,22
0,864,La Cave de Tolbiac,3,930,Par région,provence_2.jpg,provence_3.jpg,,1,La Cave de Tolbiac - Par région,,,1,1,,,PRODUCTS,,,,,,,19
0,864,Boulangerie de Tolbiac,3,944,Tous les produits,tous_30.jpg,tous_31.jpg,,1,Boulangerie de Tolbiac - Tous les produits,,,1,1,,,PRODUCTS,,,,,,,24
0,864,Boulangerie de Tolbiac,3,945,Pains,pains.jpg,pains_1.jpg,,1,Boulangerie de Tolbiac - Pains,,,1,1,,,PRODUCTS,,,,,,,15
0,864,Boulangerie de Tolbiac,3,946,Viennoiseries,viennoiserie_6.jpg,viennoiserie_7.jpg,,1,Boulangerie de Tolbiac - Viennoiseries,,,1,1,,,PRODUCTS,,,,,,,9
0,864,La Fromagerie Lasnier,3,947,Tous les produits,catalog/category/Tous_34.jpg,catalog/category/Tous_65.jpg,,1,La Fromagerie Lasnier - Tous les produits,,,1,0,,0,PRODUCTS,,,,,,,227
0,864,La Fromagerie Lasnier,3,948,Fromages,Vache_6.jpg,Vache_7.jpg,,1,La Fromagerie Lasnier - Fromages,,,1,1,,,PRODUCTS,,,,,,,148
0,864,La Fromagerie Lasnier,3,949,Crèmerie,Cremerie_4.jpg,Cremerie_5.jpg,,1,La Fromagerie Lasnier - Crèmerie,,,1,1,,,PRODUCTS,,,,,,,26
0,864,La Fromagerie Lasnier,3,951,Epicerie fine,sauceetcoulis_4.jpg,sauceetcoulis_5.jpg,,1,La Fromagerie Lasnier - Epicerie fine,,,1,1,,,PRODUCTS,,,,,,,46
0,864,La Fromagerie Lasnier,3,952,Raclette & Fondues,fondueraclette_2.jpg,fondueraclette_3.jpg,,1,La Fromagerie Lasnier - Raclette & Fondues,,,1,1,,0,PRODUCTS,,,,,,,7
0,864,Au Bon Port Jeanne d'Arc,3,953,Sauces & Blinis,LBF16-blinis.jpg,LBF16-blinis_1.jpg,,1,Au Bon Port Jeanne d'Arc - Sauces & Blinis,,,1,1,,0,PRODUCTS,,,,,,,3
0,864,Au Bon Port Jeanne d'Arc,3,954,Salades & Plats préparés,platprepares_11.jpg,platprepares_12.jpg,,1,Au Bon Port Jeanne d'Arc - Salades & Plats préparés,,,1,1,,,PRODUCTS,,,,,,,10
0,864,Au Bon Port Jeanne d'Arc,3,955,Rillettes & Tarama,conserves_23.jpg,conserves_24.jpg,,1,Au Bon Port Jeanne d'Arc - Rillettes & Tarama,,,1,1,,,PRODUCTS,,,,,,,5
0,751,Fromager,2,957,Au Petit Fromager,thumbnail_43.jpg,commercant_45.jpg,70,1,Fromager - Au Petit Fromager,"<p>Au Petit Fromager, c’est l’histoire de deux amis, Sarah et Vincent, passionnés de bons fromages. Dans leur superbe boutique du 15ème arrondissement, ils mettent en valeur des fromages issus des fermiers et affineurs français et suisse.</p>
<p>Deux jeunes à l’expertise pointue qui vous conseillent et vous proposent des dégustations pour bien choisir votre fromage. En plus des odeurs gourmandes, vous pouvez retrouver les vins en accord avec les fromages proposés Au Petit Fromager.</p>",,1,1,,0,PRODUCTS,,,,template3,main_block_apf15,,187
0,751,Au Petit Fromager,3,958,Fromage,Vache_8.jpg,Vache_9.jpg,,1,Au Petit Fromager - Fromage,,,1,1,,,PRODUCTS,,,,,,,144
0,751,Au Petit Fromager,3,960,Tous les produits,Tous_42.jpg,Tous_43.jpg,,1,Au Petit Fromager - Tous les produits,,,1,0,,0,PRODUCTS,,,,,,,187
0,751,Au Petit Fromager,3,962,Crémerie,Cremerie_7.jpg,Cremerie_6.jpg,,1,Au Petit Fromager - Crémerie,,,1,1,,,PRODUCTS,,,,,,,12
0,751,Au Petit Fromager,3,964,Epicerie Fine,vinsboissons_3.jpg,vinsboissons_2.jpg,,1,Au Petit Fromager - Epicerie Fine,,,1,1,,,PRODUCTS,,,,,,,23
0,751,Epicerie ,2,966,Au Petit Fromager,catalog/category/thumbnail_44.jpg,catalog/category/commercant_46.jpg,70,0,Epicerie  - Au Petit Fromager,,,1,1,,0,PRODUCTS,,,,template1,,,0
0,751,Au Petit Fromager,3,967,Vins & Boissons,thumbnail_10__4.jpg,full_10__3.jpg,,0,Au Petit Fromager - Vins & Boissons,,,1,1,,0,PRODUCTS,,,,,,,0
0,751,Au Petit Fromager,3,970,Miel & Confitures,thumbnail_10__5.jpg,full_10__4.jpg,,0,Au Petit Fromager - Miel & Confitures,,,1,1,,0,PRODUCTS,,,,,,,0
0,751,Au Petit Fromager,3,972,Pains & Gateaux,painstradis_8.jpg,painstradis_9.jpg,,0,Au Petit Fromager - Pains & Gateaux,,,1,1,,0,PRODUCTS,,,,,,,0
0,751,Au Petit Fromager,3,974,Raclettes & Fondues,fondueraclette_5.jpg,fondueraclette_4.jpg,,1,Au Petit Fromager - Raclettes & Fondues,,,1,0,,0,PRODUCTS,,,,,,,8
0,2,Boucherie des Moines,3,983,Viande,volaille_9.jpg,volaille_10.jpg,,1,Boucherie des Moines - Viande,,,1,1,,,PRODUCTS,,,,,,,265
0,417,Fromagerie Bouvet,3,999,Raclettes & fondues,fondueraclette_6.jpg,fondueraclette_7.jpg,,1,Fromagerie Bouvet - Raclettes & fondues,,,1,1,,0,PRODUCTS,,,,,,,6
0,1013,Primeur,2,1021,Au Jardin des Sablons,thumbnail_23_.jpg,full_22_.jpg,70,1,Primeur - Au Jardin des Sablons,"<P>Au Jardin des Sablons ce sont des fruits et légumes frais de saison que vous venez cueillir. Situé au cœur du 16ème arrondissement de Paris, ce primeur facilite vos courses avec un étal dédié aux légumes et un autre pour les fruits. En plus de cette sélection, vous pouvez découvrir un large choix d’épices et aromates qui relèveront vos plats faits-maison. </a> </p>
",,1,1,,0,PRODUCTS,,,,template2,main_block_jds16,,293
0,1013,Poissonnier,2,1023,Poissonnerie des Belles Feuilles,thumbnail_24_.jpg,full_23_.jpg,70,1,Poissonnier - Poissonnerie des Belles Feuilles,"<p>La poissonnerie Les Belles Feuilles est un des commerçants réputés du 16e arrondissement de Paris. Reconnue pour la qualité et la diversité de ses poissons, cette poissonnerie est tenue par des mains d’experts, passionnés par leur métier. Ainsi, Lydie et Frédéric n’hésitent pas à vous conseiller pour vos préparations et à partager avec vous leur savoir-faire.</p>
<p>Les nombreux arrivages de poissons, coquillages, fruits de mer, et autres produits frais assurent de beaux étals bien garnis et vous pouvez également déguster les bons plats de l’espace traiteur. </a> </p>
","La poissonnerie en ligne dans le 16ème arrondissement, c'est la Poissonnerie des Belles Feuilles. Faites vous livrer à domicile leurs produits par Au Pas De Courses. Profitez-en dès maintenant!",1,1,,0,PRODUCTS,,,,template3,main_block_pbf16,,115
0,1013,Caviste,2,1024,Cave Saint Vincent,Mr._Sindler.jpg,commercant_47.jpg,70,1,Caviste - Cave Saint Vincent,"<p>Saint Vincent, le saint patron des vignerons ! Mais dans la boutique du 16ème arrondissement c’est bien Edouard Sindler qui dirige sa cave d’une main de maître. Ce passionné nous explique que le bon vin ne peut provenir que de bonnes pratiques agricoles visant à respecter l’environnement. C’est pourquoi l’on trouve dans sa boutique, des vins de qualité finement sélectionnés.</p>
<p>Précision des connaissances et immense plaisir de partager une passion sont au coeur de l’animation du caviste avec un seul but : vous permettre de beaux moments de dégustation.</p>
<p>La cave Saint Vincent vous réserve un accueil plein d’écoute et de conseils orientés vers le partage, la convivialité et la découverte.</a></p>
",,1,1,,1,PRODUCTS,,,,template2,main_block_csv16,,29
0,1013,Boulanger,2,1025,Boulangerie Tartine & Co,thumbnail_46.jpg,commercant_48.jpg,70,1,Boulanger - Boulangerie Tartine & Co,"<p>Tartine & co est née d'une envie de reconversion professionnelle après une carrière dans la gestion administrative... Louis, 40 ans, jeune boulanger, a l'envie de créer du bon pain de qualité comme il avait l'habitude d'en déguster dans son enfance.</p>
<p>Ce récent passionné par la boulangerie, trouve dans ce nouveau métier de l'artisanat, une passion à la fois très technique et très gratifiante.</p>
<p>Louis dans sa passion a entraîné sa femme qui en parallèle de son activité de responsable financière qu'elle exerce encore dans le privé, s'épanouit dans la relation avec le consommateur !</p>
<p>Ce couple de nouveau boulanger a su s'entourer d'une équipe performante de pâtissiers qui partage leur philosophie du bon, frais, et nature </a> !</p>
",,1,1,,0,PRODUCTS,,,,template2,main_block_tac16,,31
0,1013,Traiteur,2,1037,Fromagerie Lillo,Sans_titre_1_1.png,deventurelillo_6_1.jpg,,0,Traiteur - Fromagerie Lillo,,,1,1,,0,PRODUCTS,,,,template3,,,0
0,1013,Fromagerie Lillo,3,1038,Charcuterie italienne,Charcuterie_14.jpg,Charcuterie_13.jpg,,0,Fromagerie Lillo - Charcuterie italienne,,,1,1,,0,PRODUCTS,,,,,,,0
0,1013,Epicerie ,2,1056,Poissonnerie des Belles Feuilles,thumbnail_5__3.jpg,full_4__4.jpg,70,1,Epicerie  - Poissonnerie des Belles Feuilles,,,1,1,,0,PRODUCTS,,,,template2,,,11
0,1013,Poissonnerie des Belles Feuilles,3,1057,Bocaux & Conserves,conserves_30.jpg,conserves_29.jpg,,1,Poissonnerie des Belles Feuilles - Bocaux & Conserves,,,1,1,,0,PRODUCTS,,,,,,,8
0,1013,Poissonnerie des Belles Feuilles,3,1059,Blinis & Croutons,crouton_1.jpg,crouton.jpg,,1,Poissonnerie des Belles Feuilles - Blinis & Croutons,,,1,1,,0,PRODUCTS,,,,,,,2
0,1013,Poissonnerie des Belles Feuilles,3,1067,Taramas & Tartinades,VDO15-tarama_1.jpg,VDO15-tarama.jpg,,1,Poissonnerie des Belles Feuilles - Taramas & Tartinades,,,1,1,,0,PRODUCTS,,,,,,,1
0,1013,Au Jardin des Sablons,3,1068,Epicerie Fine,fruitssecs_8.jpg,fruitssecs_9.jpg,,1,Au Jardin des Sablons - Epicerie Fine,,,1,1,,0,PRODUCTS,,,,,,,47
0,1013,Au Jardin des Sablons,3,1069,Tous les produits,autres_13.jpg,autres_14.jpg,,1,Au Jardin des Sablons - Tous les produits,,,1,0,,0,PRODUCTS,,,,,,,293
0,1013,Au Jardin des Sablons,3,1070,Tous les fruits,fruits_10.jpg,fruits_11.jpg,,1,Au Jardin des Sablons - Tous les fruits,,,1,1,,0,PRODUCTS,,,,,,,109
0,1013,Au Jardin des Sablons,3,1073,Tous les légumes,legume_8.jpg,legume_9.jpg,,1,Au Jardin des Sablons - Tous les légumes,,,1,1,,0,PRODUCTS,,,,,,,137
0,1013,Epicerie ,2,1076,Au Jardin des Sablons,full_1__3.jpg,primeur16_1_2.jpg,70,1,Epicerie  - Au Jardin des Sablons,,,1,1,,0,PRODUCTS,,,,template3,,,17
0,1013,Au Jardin des Sablons,3,1077,Fruits et légumes secs,fruitssecs_11.jpg,fruitssecs_10.jpg,,1,Au Jardin des Sablons - Fruits et légumes secs,,,1,1,,0,PRODUCTS,,,,,,,14
0,1013,Au Jardin des Sablons,3,1093,Jus de fruits,thumbnail-category_17_.jpg,full-category_17_.jpg,,1,Au Jardin des Sablons - Jus de fruits,,,1,1,,0,PRODUCTS,,,,,,,1
0,1013,Au Jardin des Sablons,3,1100,Epices & Aromates,aromate_10.jpg,aromate_9.jpg,,1,Au Jardin des Sablons - Epices & Aromates,,,1,1,,0,PRODUCTS,,,,,,,2
0,1013,Cave Saint Vincent,3,1116,Cidres & Bières,biere_5.jpg,biere_6.jpg,,0,Cave Saint Vincent - Cidres & Bières,,,1,1,,1,PRODUCTS,,,,,,,0
0,1013,Poissonnerie des Belles Feuilles,3,1119,Traiteur,platprepares_17.jpg,platprepares_21.jpg,,1,Poissonnerie des Belles Feuilles - Traiteur,,,1,1,,0,PRODUCTS,,,,,,,14
0,1013,Poissonnerie des Belles Feuilles,3,1120,Tous les produits,Tous_50.jpg,Tous_66.jpg,,1,Poissonnerie des Belles Feuilles - Tous les produits,,,1,0,,0,PRODUCTS,,,,,,,115
0,1013,Poissonnerie des Belles Feuilles,3,1121,Poissons,poissons_11.jpg,poissons_14.jpg,,1,Poissonnerie des Belles Feuilles - Poissons,,,1,1,,0,PRODUCTS,,,,,,,47
0,1013,Poissonnerie des Belles Feuilles,3,1122,Epicerie Fine,conserves_27.jpg,conserves_33.jpg,,1,Poissonnerie des Belles Feuilles - Epicerie Fine,,,1,1,,0,PRODUCTS,,,,,,,21
0,1013,Poissonnerie des Belles Feuilles,3,1125,Crustacés,crustaces_11.jpg,crustaces_12.jpg,,1,Poissonnerie des Belles Feuilles - Crustacés,,,1,1,,0,PRODUCTS,,,,,,,18
0,1013,Poissonnerie des Belles Feuilles,3,1126,Huîtres & Coquillages,plateau_fruits_de_mer_2.jpg,plateau_fruits_de_mer_3.jpg,,1,Poissonnerie des Belles Feuilles - Huîtres & Coquillages,,,1,1,,0,PRODUCTS,,,,,,,15
0,1013,Boulangerie Tartine & Co,3,1130,Tous les produits,Tous_52.jpg,Tous_53.jpg,,1,Boulangerie Tartine & Co - Tous les produits,,,1,1,,0,PRODUCTS,,,,,,,31
0,1013,Boulangerie Tartine & Co,3,1131,Pains,painstradis_6.jpg,painstradis_7.jpg,,0,Boulangerie Tartine & Co - Pains,,,1,1,,0,PRODUCTS,,,,,,,0
0,1013,Boulangerie Tartine & Co,3,1132,Viennoiseries,viennoiserie_8.jpg,viennoiserie_9.jpg,,0,Boulangerie Tartine & Co - Viennoiseries,,,1,1,,0,PRODUCTS,,,,,,,0
0,1013,Boulangerie Tartine & Co,3,1133,Pâtisserie,Tous_6_1.jpg,Tous_67.jpg,,0,Boulangerie Tartine & Co - Pâtisserie,,,1,1,,0,PRODUCTS,,,,,,,0
0,1013,Fromager,2,1134,Fromagerie Lillo,Sans_titre_1.png,deventurelillo_6.jpg,70,1,Fromager - Fromagerie Lillo,"<p>La Maison Lillo propose depuis plus de 30 ans, une sélection de fromages de haute qualité, ainsi que des produits traiteur uniques. Située rue des Belles Feuilles, en plein cœur du quartier commerçant du 16e arrondissement de Paris, elle est aujourd’hui une fromagerie très reconnue. Dans cette fromagerie les produits sont, pour la plupart, directement issus de nos plus belles régions françaises : chèvre, reblochon, camembert, mont d’or sont ainsi acheminés chaque semaine par leurs producteurs. </p>
<p>Un gage de qualité qui permet de garantir la fraîcheur des fromages.La Maison Lillo propose aussi, pour accompagner et compléter sa large sélection fromagère, de nombreux produits frais et BIO, tels que le pain Thierry Delabre, des produits crémiers de Normandie, du beurre et du lait crus et des yaourts fermiers frais.</a> </p>
",,1,1,,0,PRODUCTS,,,,template3,main_block_mlo16,,126
0,1013,Fromagerie Lillo,3,1135,Fromages,Tous_54.jpg,Tous_55.jpg,,1,Fromagerie Lillo - Fromages,,,1,1,,0,PRODUCTS,,,,,,,77
0,1013,Fromagerie Lillo,3,1138,Epicerie fine,Patesriz_8.jpg,Patesriz_9.jpg,,1,Fromagerie Lillo - Epicerie fine,,,1,1,,0,PRODUCTS,,,,,,,27
0,1013,Fromagerie Lillo,3,1143,Charcuterie italienne,Charcuterie_15.jpg,Charcuterie_16.jpg,,1,Fromagerie Lillo - Charcuterie italienne,,,1,1,,0,PRODUCTS,,,,,,,10
0,1013,Fromagerie Lillo,3,1145,Crèmerie,Cremerie_10.jpg,Cremerie_11.jpg,,1,Fromagerie Lillo - Crèmerie,,,1,1,,0,PRODUCTS,,,,,,,10
0,1013,Cave Saint Vincent,3,1152,Tous les produits,autres_15.jpg,autres_17.jpg,,1,Cave Saint Vincent - Tous les produits,,,1,0,,1,PRODUCTS,,,,,,,29
0,1013,Cave Saint Vincent,3,1153,Par type de boissons,tous_34.jpg,tous_37.jpg,,1,Cave Saint Vincent - Par type de boissons,,,1,1,,1,PRODUCTS,,,,,,,29
0,1013,Cave Saint Vincent,3,1155,Par couleur,coffrets_11.jpg,coffrets_13.jpg,,1,Cave Saint Vincent - Par couleur,,,1,1,,1,PRODUCTS,,,,,,,20
0,1013,Cave Saint Vincent,3,1157,Par région,thumbnail_4__1.jpg,full_3__2.jpg,,1,Cave Saint Vincent - Par région,,,1,1,,1,PRODUCTS,,,,,,,28
0,1013,Traiteur,2,1174,Poissonnerie des Belles Feuilles,thumbnail_5__4.jpg,full_4__5.jpg,70,1,Traiteur - Poissonnerie des Belles Feuilles,,,1,1,,0,PRODUCTS,,,,template2,,,8
0,1013,Poissonnerie des Belles Feuilles,3,1175,Plats préparés,platprepares_19.jpg,platprepares_20.jpg,,1,Poissonnerie des Belles Feuilles - Plats préparés,,,1,1,,0,PRODUCTS,,,,template3,,,8
0,751,Epicerie ,2,1182,Vent d'Ouest Marée,thumbnail_47.jpg,thumbnail_48.jpg,70,1,Epicerie  - Vent d'Ouest Marée,,,0,1,,0,PRODUCTS,,,,template1,,,6
0,751,Vent d'Ouest Marée,3,1183,Sauces,thumbnail_10__6.jpg,full_10__5.jpg,,1,Vent d'Ouest Marée - Sauces,,,1,1,,0,PRODUCTS,,,,template2,,,6
0,2,Pascal Bassard Primeur,3,1185,Bocaux & Conserves,thumbnail_12__1.jpg,full_12__1.jpg,,1,Pascal Bassard Primeur - Bocaux & Conserves,,,1,1,,0,PRODUCTS,,,,,,,18
0,864,Epicerie ,2,1187,La Fromagerie Lasnier,thumbnail_36_1.jpg,commercant_37_1.jpg,70,1,Epicerie  - La Fromagerie Lasnier,,,0,1,,0,PRODUCTS,,,,template3,,,46
0,864,Traiteur,2,1189,La Fromagerie Lasnier,thumbnail_36_2.jpg,commercant_37_2.jpg,70,1,Traiteur - La Fromagerie Lasnier,,,0,1,,0,PRODUCTS,,,,template1,,,6
0,864,La Fromagerie Lasnier,3,1191,Desserts maison,,,,1,La Fromagerie Lasnier - Desserts maison,,,1,1,,0,PRODUCTS,,,,,,,6
0,864,La Fromagerie Lasnier,3,1192,Jus de fruits,thumbnail-category_17_.jpg,full-category_17_.jpg,,1,La Fromagerie Lasnier - Jus de fruits,,,1,1,,0,PRODUCTS,,,,,,,8
0,864,La Fromagerie Lasnier,3,1193,Pâtes de fruits,thumbnail-category_19_.jpg,full-category_19_.jpg,,1,La Fromagerie Lasnier - Pâtes de fruits,,,1,1,,0,PRODUCTS,,,,,,,4
0,2,Pascal Bassard Primeur,3,1197,Paniers,,,,1,Pascal Bassard Primeur - Paniers,,,1,1,,,,,,,,,,3
