overwrite,rootcat,parent,level,id,name,thumb,full,estcom_commercant,is_active,meta_title,description,meta_description,is_clickable,include_in_menu,show_in_navigation,show_age_popup,display_mode,landing_page,menu_bg_color,menu_text_color,menu_template,menu_main_static_block,menu_static_block1,product_count
0,864,"La Cave de Tolbiac",3,925,"Tous les produits",tous_28.jpg,tous_29.jpg,,1,"La Cave de Tolbiac - Tous les produits",,"Dès ce soir, La Cave de Tolbiac Vous Livre Ses Produits Tous les produits Grâce À Au Pas De Courses",1,1,,,PRODUCTS,,,,,,,26
0,864,"La Cave de Tolbiac",3,926,"Par type de boissons",coffrets_7.jpg,coffrets_8.jpg,,1,"La Cave de Tolbiac - Par type de boissons",,"Dès ce soir, La Cave de Tolbiac Vous Livre Ses Produits Par type de boissons Grâce À Au Pas De Courses",1,1,,,PRODUCTS,,,,,,,26
0,864,"La Cave de Tolbiac",3,928,"Par couleur",autres_11.jpg,autres_12.jpg,,1,"La Cave de Tolbiac - Par couleur",,"Dès ce soir, La Cave de Tolbiac Vous Livre Ses Produits Par couleur Grâce À Au Pas De Courses",1,1,,,PRODUCTS,,,,,,,22
0,864,"La Cave de Tolbiac",3,930,"Par région",provence_2.jpg,provence_3.jpg,,1,"La Cave de Tolbiac - Par région",,"Dès ce soir, La Cave de Tolbiac Vous Livre Ses Produits Par région Grâce À Au Pas De Courses",1,1,,,PRODUCTS,,,,,,,19
0,864,"Boulangerie de Tolbiac",3,944,"Tous les produits",tous_30.jpg,tous_31.jpg,,1,"Boulangerie de Tolbiac - Tous les produits",,"Dès ce soir, Boulangerie de Tolbiac Vous Livre Ses Produits Tous les produits Grâce À Au Pas De Courses",1,1,,,PRODUCTS,,,,,,,24
0,864,"Boulangerie de Tolbiac",3,945,Pains,pains.jpg,pains_1.jpg,,1,"Boulangerie de Tolbiac - Pains",,"Dès ce soir, Boulangerie de Tolbiac Vous Livre Ses Produits Pains Grâce À Au Pas De Courses",1,1,,,PRODUCTS,,,,,,,15
0,864,"Boulangerie de Tolbiac",3,946,Viennoiseries,viennoiserie_6.jpg,viennoiserie_7.jpg,,1,"Boulangerie de Tolbiac - Viennoiseries",,"Dès ce soir, Boulangerie de Tolbiac Vous Livre Ses Produits Viennoiseries Grâce À Au Pas De Courses",1,1,,,PRODUCTS,,,,,,,9
0,864,"La Fromagerie Lasnier",3,947,"Tous les produits",catalog/category/Tous_34.jpg,catalog/category/Tous_65.jpg,,1,"La Fromagerie Lasnier - Tous les produits",,"Dès ce soir, La Fromagerie Lasnier Vous Livre Ses Produits Tous les produits Grâce À Au Pas De Courses",1,0,,0,PRODUCTS,,,,,,,227
0,864,"La Fromagerie Lasnier",3,948,Fromages,Vache_6.jpg,Vache_7.jpg,,1,"La Fromagerie Lasnier - Fromages",,"Dès ce soir, La Fromagerie Lasnier Vous Livre Ses Produits Fromages Grâce À Au Pas De Courses",1,1,,,PRODUCTS,,,,,,,148
0,864,"La Fromagerie Lasnier",3,949,Crèmerie,Cremerie_4.jpg,Cremerie_5.jpg,,1,"La Fromagerie Lasnier - Crèmerie",,"Dès ce soir, La Fromagerie Lasnier Vous Livre Ses Produits Crèmerie Grâce À Au Pas De Courses",1,1,,,PRODUCTS,,,,,,,26
0,864,"La Fromagerie Lasnier",3,951,"Epicerie fine",sauceetcoulis_4.jpg,sauceetcoulis_5.jpg,,1,"La Fromagerie Lasnier - Epicerie fine",,"Dès ce soir, La Fromagerie Lasnier Vous Livre Ses Produits Epicerie fine Grâce À Au Pas De Courses",1,1,,,PRODUCTS,,,,,,,46
0,864,"La Fromagerie Lasnier",3,952,"Raclette & Fondues",catalog/category/fondueraclette_2.jpg,catalog/category/fondueraclette_3.jpg,,0,"La Fromagerie Lasnier - Raclette & Fondues",,"Dès ce soir, La Fromagerie Lasnier Vous Livre Ses Produits Raclette & Fondues Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,7
0,864,"Au Bon Port Jeanne d'Arc",3,953,"Sauces & Blinis",LBF16-blinis.jpg,LBF16-blinis_1.jpg,,1,"Au Bon Port Jeanne d'Arc - Sauces & Blinis",,"Dès ce soir, Au Bon Port Jeanne d'Arc Vous Livre Ses Produits Sauces & Blinis Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,3
0,864,"Au Bon Port Jeanne d'Arc",3,954,"Salades & Plats préparés",platprepares_11.jpg,platprepares_12.jpg,,1,"Au Bon Port Jeanne d'Arc - Salades & Plats préparés",,"Dès ce soir, Au Bon Port Jeanne d'Arc Vous Livre Ses Produits Salades & Plats préparés Grâce À Au Pas De Courses",1,1,,,PRODUCTS,,,,,,,10
0,864,"Au Bon Port Jeanne d'Arc",3,955,"Rillettes & Tarama",conserves_23.jpg,conserves_24.jpg,,1,"Au Bon Port Jeanne d'Arc - Rillettes & Tarama",,"Dès ce soir, Au Bon Port Jeanne d'Arc Vous Livre Ses Produits Rillettes & Tarama Grâce À Au Pas De Courses",1,1,,,PRODUCTS,,,,,,,5
0,751,Fromager,2,957,"Au Petit Fromager",thumbnail_43.jpg,commercant_45.jpg,70,1,"Fromager - Au Petit Fromager","<p>Au Petit Fromager, c’est l’histoire de deux amis, Sarah et Vincent, passionnés de bons fromages. Dans leur superbe boutique du 15ème arrondissement, ils mettent en valeur des fromages issus des fermiers et affineurs français et suisse.</p><p>Deux jeunes à l’expertise pointue qui vous conseillent et vous proposent des dégustations pour bien choisir votre fromage. En plus des odeurs gourmandes, vous pouvez retrouver les vins en accord avec les fromages proposés Au Petit Fromager.</p>","Au Petit Fromager Vous Livre Directement Ses Produits Grâce À Au Pas De Courses.Essayez Dès Ce Soir!",1,1,,0,PRODUCTS,,,,template3,main_block_apf15,,187
0,751,"Au Petit Fromager",3,958,Fromage,Vache_8.jpg,Vache_9.jpg,,1,"Au Petit Fromager - Fromage",,"Dès ce soir, Au Petit Fromager Vous Livre Ses Produits Fromage Grâce À Au Pas De Courses",1,1,,,PRODUCTS,,,,,,,144
0,751,"Au Petit Fromager",3,960,"Tous les produits",Tous_42.jpg,Tous_43.jpg,,1,"Au Petit Fromager - Tous les produits",,"Dès ce soir, Au Petit Fromager Vous Livre Ses Produits Tous les produits Grâce À Au Pas De Courses",1,0,,0,PRODUCTS,,,,,,,187
0,751,"Au Petit Fromager",3,962,Crémerie,Cremerie_7.jpg,Cremerie_6.jpg,,1,"Au Petit Fromager - Crémerie",,"Dès ce soir, Au Petit Fromager Vous Livre Ses Produits Crémerie Grâce À Au Pas De Courses",1,1,,,PRODUCTS,,,,,,,12
0,751,"Au Petit Fromager",3,964,"Epicerie Fine",vinsboissons_3.jpg,vinsboissons_2.jpg,,1,"Au Petit Fromager - Epicerie Fine",,"Dès ce soir, Au Petit Fromager Vous Livre Ses Produits Epicerie Fine Grâce À Au Pas De Courses",1,1,,,PRODUCTS,,,,,,,23
0,751,"Epicerie ",2,966,"Au Petit Fromager",catalog/category/thumbnail_44.jpg,catalog/category/commercant_46.jpg,70,0,"Epicerie  - Au Petit Fromager",,"Au Petit Fromager Vous Livre Directement Ses Produits Grâce À Au Pas De Courses.Essayez Dès Ce Soir!",1,1,,0,PRODUCTS,,,,template1,,,0
0,751,"Au Petit Fromager",3,967,"Vins & Boissons",thumbnail_10__4.jpg,full_10__3.jpg,,0,"Au Petit Fromager - Vins & Boissons",,"Dès ce soir, Au Petit Fromager Vous Livre Ses Produits Vins & Boissons Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,0
0,751,"Au Petit Fromager",3,970,"Miel & Confitures",thumbnail_10__5.jpg,full_10__4.jpg,,0,"Au Petit Fromager - Miel & Confitures",,"Dès ce soir, Au Petit Fromager Vous Livre Ses Produits Miel & Confitures Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,0
0,751,"Au Petit Fromager",3,972,"Pains & Gateaux",painstradis_8.jpg,painstradis_9.jpg,,0,"Au Petit Fromager - Pains & Gateaux",,"Dès ce soir, Au Petit Fromager Vous Livre Ses Produits Pains & Gateaux Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,0
0,751,"Au Petit Fromager",3,974,"Raclettes & Fondues",catalog/category/fondueraclette_5.jpg,catalog/category/fondueraclette_4.jpg,,0,"Au Petit Fromager - Raclettes & Fondues",,"Dès ce soir, Au Petit Fromager Vous Livre Ses Produits Raclettes & Fondues Grâce À Au Pas De Courses",1,0,,0,PRODUCTS,,,,,,,8
0,2,"Boucherie des Moines",3,983,Viande,catalog/category/volaille_9.jpg,catalog/category/volaille_10.jpg,,0,"Boucherie des Moines - Viande",,"Dès ce soir, Boucherie des Moines Vous Livre Ses Produits Viande Grâce À Au Pas De Courses",1,1,1,0,PRODUCTS,,,,,,,265
0,417,"Fromagerie Bouvet",3,999,"Raclettes & fondues",catalog/category/fondueraclette_6.jpg,catalog/category/fondueraclette_7.jpg,,0,"Fromagerie Bouvet - Raclettes & fondues",,"Dès ce soir, Fromagerie Bouvet Vous Livre Ses Produits Raclettes & fondues Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,6
0,1013,"Commercants 16e",1,1015,Primeur,,,,1,,"Au Jardin des Sablons ce sont des fruits et légumes frais de saison que vous venez cueillir. Situé au cœur du 16ème arrondissement de Paris, ce primeur facilite vos courses avec un étal dédié aux légumes et un autre pour les fruits. En plus de cette sélection, vous pouvez découvrir un large choix d’épices et aromates qui relèveront vos plats faits-maison.
",,0,1,,0,PRODUCTS,,#3ab64b,#ffffff,,,,293
0,1013,"Commercants 16e",1,1016,Fromager,,,,1,,,,0,1,,0,PRODUCTS,,#faae37,#ffffff,,,,126
0,1013,"Commercants 16e",1,1017,Poissonnier,,,,1,,,,0,1,,0,PRODUCTS,,#5496d7,#ffffff,,,,113
0,1013,"Commercants 16e",1,1018,Caviste,,,,1,,,,0,1,,1,PRODUCTS,,#c62753,#ffffff,,,,29
0,1013,"Commercants 16e",1,1019,Boulanger,,,,1,,,,0,1,,0,PRODUCTS,,#f57320,#ffffff,,,,31
0,1013,Primeur,2,1021,"Au Jardin des Sablons",thumbnail_23_.jpg,full_22_.jpg,70,1,"Primeur - Au Jardin des Sablons","<p>Au Jardin des Sablons ce sont des fruits et légumes frais de saison que vous venez cueillir. Situé au cœur du 16ème arrondissement de Paris, ce primeur facilite vos courses avec un étal dédié aux légumes et un autre pour les fruits. En plus de cette sélection, vous pouvez découvrir un large choix d’épices et aromates qui relèveront vos plats faits-maison. </a> </p>","Au Jardin des Sablons Vous Livre Directement Ses Produits Grâce À Au Pas De Courses.Essayez Dès Ce Soir!",1,1,,0,PRODUCTS,,,,template2,main_block_jds16,,293
0,1013,Poissonnier,2,1023,"Poissonnerie des Belles Feuilles",thumbnail_24_.jpg,full_23_.jpg,70,1,"Poissonnier - Poissonnerie des Belles Feuilles","<p>La poissonnerie Les Belles Feuilles est un des commerçants réputés du 16e arrondissement de Paris. Reconnue pour la qualité et la diversité de ses poissons, cette poissonnerie est tenue par des mains d’experts, passionnés par leur métier. Ainsi, Lydie et Frédéric n’hésitent pas à vous conseiller pour vos préparations et à partager avec vous leur savoir-faire.</p>
<p>Les nombreux arrivages de poissons, coquillages, fruits de mer, et autres produits frais assurent de beaux étals bien garnis et vous pouvez également déguster les bons plats de l’espace traiteur. </a> </p>","Poissonnerie des Belles Feuilles Vous Livre Directement Ses Produits Grâce À Au Pas De Courses.Essayez Dès Ce Soir!",1,1,,0,PRODUCTS,,,,template3,main_block_pbf16,,113
0,1013,Caviste,2,1024,"Cave Saint Vincent",Mr._Sindler.jpg,commercant_47.jpg,70,1,"Caviste - Cave Saint Vincent","<p>Saint Vincent, le saint patron des vignerons ! Mais dans la boutique du 16ème arrondissement c’est bien Edouard Sindler qui dirige sa cave d’une main de maître. Ce passionné nous explique que le bon vin ne peut provenir que de bonnes pratiques agricoles visant à respecter l’environnement. C’est pourquoi l’on trouve dans sa boutique, des vins de qualité finement sélectionnés.</p><p>Précision des connaissances et immense plaisir de partager une passion sont au coeur de l’animation du caviste avec un seul but : vous permettre de beaux moments de dégustation.</p><p>La cave Saint Vincent vous réserve un accueil plein d’écoute et de conseils orientés vers le partage, la convivialité et la découverte.</a></p>","Cave Saint Vincent Vous Livre Directement Ses Produits Grâce À Au Pas De Courses.Essayez Dès Ce Soir!",1,1,,1,PRODUCTS,,,,template2,main_block_csv16,,29
0,1013,Boulanger,2,1025,"Boulangerie Tartine & Co",thumbnail_46.jpg,commercant_48.jpg,70,1,"Boulanger - Boulangerie Tartine & Co","<p>Tartine & co est née d'une envie de reconversion professionnelle après une carrière dans la gestion administrative... Louis, 40 ans, jeune boulanger, a l'envie de créer du bon pain de qualité comme il avait l'habitude d'en déguster dans son enfance.</p><p>Ce récent passionné par la boulangerie, trouve dans ce nouveau métier de l'artisanat, une passion à la fois très technique et très gratifiante.</p><p>Louis dans sa passion a entraîné sa femme qui en parallèle de son activité de responsable financière qu'elle exerce encore dans le privé, s'épanouit dans la relation avec le consommateur !</p><p>Ce couple de nouveau boulanger a su s'entourer d'une équipe performante de pâtissiers qui partage leur philosophie du bon, frais, et nature </a> !</p>","Boulangerie Tartine & Co Vous Livre Directement Ses Produits Grâce À Au Pas De Courses.Essayez Dès Ce Soir!",1,1,,0,,,,,,,,31
0,1013,"Commercants 16e",1,1036,Traiteur,,,,1,,,,0,1,,0,PRODUCTS,,#272b32,#ffffff,,,,8
0,1013,Traiteur,2,1037,"Fromagerie Lillo",Sans_titre_1_1.png,deventurelillo_6_1.jpg,,0,"Traiteur - Fromagerie Lillo",,"Fromagerie Lillo Vous Livre Directement Ses Produits Grâce À Au Pas De Courses.Essayez Dès Ce Soir!",1,1,,0,PRODUCTS,,,,template3,,,0
0,1013,"Fromagerie Lillo",3,1038,"Charcuterie italienne",Charcuterie_14.jpg,Charcuterie_13.jpg,,0,"Fromagerie Lillo - Charcuterie italienne",,"Dès ce soir, Fromagerie Lillo Vous Livre Ses Produits Charcuterie italienne Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,0
0,1013,"Commercants 16e",1,1045,"Epicerie ",,,,1,,,,0,1,,0,PRODUCTS,,#2f4da8,#ffffff,,,,28
0,1013,"Epicerie ",2,1056,"Poissonnerie des Belles Feuilles",thumbnail_5__3.jpg,full_4__4.jpg,70,1,"Epicerie  - Poissonnerie des Belles Feuilles","<p>La poissonnerie Les Belles Feuilles est un des commerçants réputés du 16e arrondissement de Paris. Reconnue pour la qualité et la diversité de ses poissons, cette poissonnerie est tenue par des mains d’experts, passionnés par leur métier. Ainsi, Lydie et Frédéric n’hésitent pas à vous conseiller pour vos préparations et à partager avec vous leur savoir-faire.</p>
<p>Les nombreux arrivages de poissons, coquillages, fruits de mer, et autres produits frais assurent de beaux étals bien garnis et vous pouvez également déguster les bons plats de l’espace traiteur. </a> </p>","Poissonnerie des Belles Feuilles Vous Livre Directement Ses Produits Grâce À Au Pas De Courses.Essayez Dès Ce Soir!",1,1,,0,PRODUCTS,,,,template2,,,11
0,1013,"Poissonnerie des Belles Feuilles",3,1057,"Bocaux & Conserves",conserves_30.jpg,conserves_29.jpg,,1,"Poissonnerie des Belles Feuilles - Bocaux & Conserves",,"Dès ce soir, Poissonnerie des Belles Feuilles Vous Livre Ses Produits Bocaux & Conserves Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,8
0,1013,"Poissonnerie des Belles Feuilles",3,1059,"Blinis & Croutons",crouton_1.jpg,crouton.jpg,,1,"Poissonnerie des Belles Feuilles - Blinis & Croutons",,"Dès ce soir, Poissonnerie des Belles Feuilles Vous Livre Ses Produits Blinis & Croutons Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,2
0,1013,"Poissonnerie des Belles Feuilles",3,1067,"Taramas & Tartinades",VDO15-tarama_1.jpg,VDO15-tarama.jpg,,1,"Poissonnerie des Belles Feuilles - Taramas & Tartinades",,"Dès ce soir, Poissonnerie des Belles Feuilles Vous Livre Ses Produits Taramas & Tartinades Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,1
0,1013,"Au Jardin des Sablons",3,1068,"Epicerie Fine",fruitssecs_8.jpg,fruitssecs_9.jpg,,1,"Au Jardin des Sablons - Epicerie Fine",,"Dès ce soir, Au Jardin des Sablons Vous Livre Ses Produits Epicerie Fine Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,47
0,1013,"Au Jardin des Sablons",3,1069,"Tous les produits",autres_13.jpg,autres_14.jpg,,1,"Au Jardin des Sablons - Tous les produits",,"Dès ce soir, Au Jardin des Sablons Vous Livre Ses Produits Tous les produits Grâce À Au Pas De Courses",1,0,,0,PRODUCTS,,,,,,,293
0,1013,"Au Jardin des Sablons",3,1070,"Tous les fruits",fruits_10.jpg,fruits_11.jpg,,1,"Au Jardin des Sablons - Tous les fruits",,"Dès ce soir, Au Jardin des Sablons Vous Livre Ses Produits Tous les fruits Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,109
0,1013,"Au Jardin des Sablons",3,1073,"Tous les légumes",legume_8.jpg,legume_9.jpg,,1,"Au Jardin des Sablons - Tous les légumes",,"Dès ce soir, Au Jardin des Sablons Vous Livre Ses Produits Tous les légumes Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,137
0,1013,"Epicerie ",2,1076,"Au Jardin des Sablons",full_1__3.jpg,primeur16_1_2.jpg,70,1,"Epicerie  - Au Jardin des Sablons","<p>Au Jardin des Sablons ce sont des fruits et légumes frais de saison que vous venez cueillir. Situé au cœur du 16ème arrondissement de Paris, ce primeur facilite vos courses avec un étal dédié aux légumes et un autre pour les fruits. En plus de cette sélection, vous pouvez découvrir un large choix d’épices et aromates qui relèveront vos plats faits-maison. </a> </p>","Au Jardin des Sablons Vous Livre Directement Ses Produits Grâce À Au Pas De Courses.Essayez Dès Ce Soir!",1,1,,0,PRODUCTS,,,,template3,,,17
0,1013,"Au Jardin des Sablons",3,1077,"Fruits et légumes secs",fruitssecs_11.jpg,fruitssecs_10.jpg,,1,"Au Jardin des Sablons - Fruits et légumes secs",,"Dès ce soir, Au Jardin des Sablons Vous Livre Ses Produits Fruits et légumes secs Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,14
0,1013,"Au Jardin des Sablons",3,1093,"Jus de fruits",thumbnail-category_17_.jpg,full-category_17_.jpg,,1,"Au Jardin des Sablons - Jus de fruits",,"Dès ce soir, Au Jardin des Sablons Vous Livre Ses Produits Jus de fruits Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,1
0,1013,"Au Jardin des Sablons",3,1100,"Epices & Aromates",aromate_10.jpg,aromate_9.jpg,,1,"Au Jardin des Sablons - Epices & Aromates",,"Dès ce soir, Au Jardin des Sablons Vous Livre Ses Produits Epices & Aromates Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,2
0,1013,"Cave Saint Vincent",3,1116,"Cidres & Bières",biere_5.jpg,biere_6.jpg,,0,"Cave Saint Vincent - Cidres & Bières",,"Dès ce soir, Cave Saint Vincent Vous Livre Ses Produits Cidres & Bières Grâce À Au Pas De Courses",1,1,,1,PRODUCTS,,,,,,,0
0,1013,"Poissonnerie des Belles Feuilles",3,1119,Traiteur,platprepares_17.jpg,platprepares_21.jpg,,1,"Poissonnerie des Belles Feuilles - Traiteur",,"Dès ce soir, Poissonnerie des Belles Feuilles Vous Livre Ses Produits Traiteur Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,14
0,1013,"Poissonnerie des Belles Feuilles",3,1120,"Tous les produits",Tous_50.jpg,Tous_66.jpg,,1,"Poissonnerie des Belles Feuilles - Tous les produits",,"Dès ce soir, Poissonnerie des Belles Feuilles Vous Livre Ses Produits Tous les produits Grâce À Au Pas De Courses",1,0,,0,PRODUCTS,,,,,,,113
0,1013,"Poissonnerie des Belles Feuilles",3,1121,Poissons,poissons_11.jpg,poissons_14.jpg,,1,"Poissonnerie des Belles Feuilles - Poissons",,"Dès ce soir, Poissonnerie des Belles Feuilles Vous Livre Ses Produits Poissons Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,45
0,1013,"Poissonnerie des Belles Feuilles",3,1122,"Epicerie Fine",conserves_27.jpg,conserves_33.jpg,,1,"Poissonnerie des Belles Feuilles - Epicerie Fine",,"Dès ce soir, Poissonnerie des Belles Feuilles Vous Livre Ses Produits Epicerie Fine Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,21
0,1013,"Poissonnerie des Belles Feuilles",3,1125,Crustacés,crustaces_11.jpg,crustaces_12.jpg,,1,"Poissonnerie des Belles Feuilles - Crustacés",,"Dès ce soir, Poissonnerie des Belles Feuilles Vous Livre Ses Produits Crustacés Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,18
0,1013,"Poissonnerie des Belles Feuilles",3,1126,"Huîtres & Coquillages",plateau_fruits_de_mer_2.jpg,plateau_fruits_de_mer_3.jpg,,1,"Poissonnerie des Belles Feuilles - Huîtres & Coquillages",,"Dès ce soir, Poissonnerie des Belles Feuilles Vous Livre Ses Produits Huîtres & Coquillages Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,15
0,1013,"Boulangerie Tartine & Co",3,1130,"Tous les produits",Tous_52.jpg,Tous_53.jpg,,1,"Boulangerie Tartine & Co - Tous les produits",,"Dès ce soir, Boulangerie Tartine & Co Vous Livre Ses Produits Tous les produits Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,31
0,1013,"Boulangerie Tartine & Co",3,1131,Pains,painstradis_6.jpg,painstradis_7.jpg,,0,"Boulangerie Tartine & Co - Pains",,"Dès ce soir, Boulangerie Tartine & Co Vous Livre Ses Produits Pains Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,0
0,1013,"Boulangerie Tartine & Co",3,1132,Viennoiseries,viennoiserie_8.jpg,viennoiserie_9.jpg,,0,"Boulangerie Tartine & Co - Viennoiseries",,"Dès ce soir, Boulangerie Tartine & Co Vous Livre Ses Produits Viennoiseries Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,0
0,1013,"Boulangerie Tartine & Co",3,1133,Pâtisserie,Tous_6_1.jpg,Tous_67.jpg,,0,"Boulangerie Tartine & Co - Pâtisserie",,"Dès ce soir, Boulangerie Tartine & Co Vous Livre Ses Produits Pâtisserie Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,0
0,1013,Fromager,2,1134,"Fromagerie Lillo",catalog/category/Sans_titre_1.png,catalog/category/deventurelillo_6.jpg,70,1,"Fromager - Fromagerie Lillo","<p>La Maison Lillo propose depuis plus de 30 ans, une sélection de fromages de haute qualité, ainsi que des produits traiteur uniques. Située rue des Belles Feuilles, en plein cœur du quartier commerçant du 16e arrondissement de Paris, elle est aujourd’hui une fromagerie très reconnue. Dans cette fromagerie les produits sont, pour la plupart, directement issus de nos plus belles régions françaises : chèvre, reblochon, camembert, mont d’or sont ainsi acheminés chaque semaine par leurs producteurs. </p><p>Un gage de qualité qui permet de garantir la fraîcheur des fromages.La Maison Lillo propose aussi, pour accompagner et compléter sa large sélection fromagère, de nombreux produits frais et BIO, tels que le pain Thierry Delabre, des produits crémiers de Normandie, du beurre et du lait crus et des yaourts fermiers frais.</a> </p>","Fromagerie Lillo Vous Livre Directement Ses Produits",1,1,,0,PRODUCTS,,,,template2,main_block_mlo16,,126
0,1013,"Fromagerie Lillo",3,1135,Fromages,Tous_54.jpg,Tous_55.jpg,,1,"Fromagerie Lillo - Fromages",,"Dès ce soir, Fromagerie Lillo Vous Livre Ses Produits Fromages Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,77
0,1013,"Fromagerie Lillo",3,1138,"Epicerie fine",Patesriz_8.jpg,Patesriz_9.jpg,,1,"Fromagerie Lillo - Epicerie fine",,"Dès ce soir, Fromagerie Lillo Vous Livre Ses Produits Epicerie fine Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,27
0,1013,"Fromagerie Lillo",3,1143,"Charcuterie italienne",Charcuterie_15.jpg,Charcuterie_16.jpg,,1,"Fromagerie Lillo - Charcuterie italienne",,"Dès ce soir, Fromagerie Lillo Vous Livre Ses Produits Charcuterie italienne Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,10
0,1013,"Fromagerie Lillo",3,1145,Crèmerie,Cremerie_10.jpg,Cremerie_11.jpg,,1,"Fromagerie Lillo - Crèmerie",,"Dès ce soir, Fromagerie Lillo Vous Livre Ses Produits Crèmerie Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,,,,10
0,1013,"Cave Saint Vincent",3,1152,"Tous les produits",autres_15.jpg,autres_17.jpg,,1,"Cave Saint Vincent - Tous les produits",,"Dès ce soir, Cave Saint Vincent Vous Livre Ses Produits Tous les produits Grâce À Au Pas De Courses",1,0,,1,PRODUCTS,,,,,,,29
0,1013,"Cave Saint Vincent",3,1153,"Par type de boissons",tous_34.jpg,tous_37.jpg,,1,"Cave Saint Vincent - Par type de boissons",,"Dès ce soir, Cave Saint Vincent Vous Livre Ses Produits Par type de boissons Grâce À Au Pas De Courses",1,1,,1,PRODUCTS,,,,,,,29
0,1013,"Cave Saint Vincent",3,1155,"Par couleur",coffrets_11.jpg,coffrets_13.jpg,,1,"Cave Saint Vincent - Par couleur",,"Dès ce soir, Cave Saint Vincent Vous Livre Ses Produits Par couleur Grâce À Au Pas De Courses",1,1,,1,PRODUCTS,,,,,,,20
0,1013,"Cave Saint Vincent",3,1157,"Par région",thumbnail_4__1.jpg,full_3__2.jpg,,1,"Cave Saint Vincent - Par région",,"Dès ce soir, Cave Saint Vincent Vous Livre Ses Produits Par région Grâce À Au Pas De Courses",1,1,,1,PRODUCTS,,,,,,,28
0,1013,Traiteur,2,1174,"Poissonnerie des Belles Feuilles",thumbnail_5__4.jpg,full_4__5.jpg,70,1,"Traiteur - Poissonnerie des Belles Feuilles",,"Poissonnerie des Belles Feuilles Vous Livre Directement Ses Produits Grâce À Au Pas De Courses.Essayez Dès Ce Soir!",1,1,,0,PRODUCTS,,,,template2,,,8
0,1013,"Poissonnerie des Belles Feuilles",3,1175,"Plats préparés",platprepares_19.jpg,platprepares_20.jpg,,1,"Poissonnerie des Belles Feuilles - Plats préparés",,"Dès ce soir, Poissonnerie des Belles Feuilles Vous Livre Ses Produits Plats préparés Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,template3,,,8
0,417,"Commercants Saint Martin",1,1180,Noël,,,,0,,,,1,1,,0,PRODUCTS,,,,,seasonal_banner,,0
0,751,"Epicerie ",2,1182,"Vent d'Ouest Marée",thumbnail_47.jpg,thumbnail_48.jpg,70,1,"Epicerie  - Vent d'Ouest Marée","<p>Il souffle un vent de bonne humeur chez ce poissonnier installé dans le 15ème arrondissement. Olivier prépare son bel étalage de produits de la mer et on doit dire que cela vaut le coup d’œil ! Tout est pensé ici pour mettre en valeur les différents fruits de mer, rougets, darnes de cabillaud, plateaux de poissons, anchois…</p><p>L’équipe vous conseille sur les différents arrivages et la meilleure façon de préparer vos plats. Vous trouverez également un espace traiteur proposant des accras de morue, filets de hareng au curry, paella aux fruits de mer, poivrons au thon… et autres délices à savourer les yeux fermés.</p>","Vent d'Ouest Marée Vous Livre Directement Ses Produits Grâce À Au Pas De Courses.Essayez Dès Ce Soir!",0,1,,0,PRODUCTS,,,,template1,,,6
0,751,"Vent d'Ouest Marée",3,1183,Sauces,thumbnail_10__6.jpg,full_10__5.jpg,,1,"Vent d'Ouest Marée - Sauces",,"Dès ce soir, Vent d'Ouest Marée Vous Livre Ses Produits Sauces Grâce À Au Pas De Courses",1,1,,0,PRODUCTS,,,,template2,,,6
