,sku,reference_interne_magasin,name,status,on_selection,unite_prix,prix_public,short_description,poids_portion,nbre_portion,price,prix_kilo_site,tax_class_id,marge_arriere,cost,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,_product_websites,store,websites,commercant,,,,produit_de_saison,,categories,Maturité (choisir une option):drop_down:1,,saisonnalite,producteur,lien_producteur,origine,labels_produits,produit_biologique,description,suggestion_utilisation,conseil_commercant,poids_par_pers,weight,notes_com,meta_title,meta_description,us_skus,re_skus,cs_skus
x,LRE-HEA-002,,Persil plat Bio,Activé,0,botte,1.95 €,La botte,,1,1.95 €,1.95 €/botte,5,0.20,1.48 €,LRE17-persilplat.jpg,LRE17-persilplat.jpg,LRE17-persilplat.jpg,Persil plat Bio,Persil plat Bio,Persil plat Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Herbes & Aromates Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Herbes & Aromates Bio,,,,Guillaume Verger,,France Sud Ouest,Direct Producteur,AB,,,,,0.000,,Persil plat Bio - Au Pas De Courses,Persil plat Bio - La Récolte - La botte - ,,,
x,LRE-HEA-003,,Thym Bio,Activé,0,botte,1.95 €,La botte,,1,1.95 €,1.95 €/botte,5,0.20,1.48 €,LRE17-thym.jpg,LRE17-thym.jpg,LRE17-thym.jpg,Thym Bio,Thym Bio,Thym Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Herbes & Aromates Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Herbes & Aromates Bio,,,,Guillaume Verger,,France Sud Ouest,Direct Producteur,AB,,,,,0.000,,Thym Bio - Au Pas De Courses,Thym Bio - La Récolte - La botte - ,,,
x,LRE-HEA-005,,Romarin Bio,Activé,0,botte,1.95 €,La botte,,1,1.95 €,1.95 €/botte,5,0.20,1.48 €,,,,Romarin Bio,Romarin Bio,Romarin Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Herbes & Aromates Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Herbes & Aromates Bio,,,,Guillaume Verger,,France Sud Ouest,Direct Producteur,AB,,,,,0.000,,Romarin Bio - Au Pas De Courses,Romarin Bio - La Récolte - La botte - ,,,
x,LRE-HEA-006,,Ciboule/Aillet Bio,Activé,0,botte,2.95 €,La botte,,1,2.95 €,2.95 €/botte,5,0.20,2.24 €,,,,Ciboule/Aillet Bio,Ciboule/Aillet Bio,Ciboule/Aillet Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Herbes & Aromates Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Herbes & Aromates Bio,,,,Guillaume Verger,,France Sud Ouest,Direct Producteur,AB,,,,,0.000,,Ciboule/Aillet Bio - Au Pas De Courses,Ciboule/Aillet Bio - La Récolte - La botte - ,,,
x,LRE-HEA-004,,Physalis Bio,Activé,1,pièce,2.90 €,La barquette,,1,2.90 €,2.9 €/pièce,5,0.20,2.20 €,LRE17-physalisbio.jpg,LRE17-physalisbio.jpg,LRE17-physalisbio.jpg,Physalis Bio,Physalis Bio,Physalis Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Herbes & Aromates Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Herbes & Aromates Bio,,12ND,,Le Pas-Sage Obligé,,France Val de Loire,"Direct Producteur, Demeter, Biodynamie",AB,"Le physalis bio porte également les mignons petits noms d'""amour en cage"", de Cerise d’hiver, de groseille du Cap, de coqueret du Pérou ou de lanterne japonaise. Ce fruit originaire des Andes appartient à la même famille que la tomate et l’aubergine. La baie, juteuse et sucrée ou acidulée, est recouverte d’un calice qui sèche à maturité. Gorgé de jus, le physalis est délicieux nature mais il  peut aussi être poêlé, compoté, mélangé avec des épices ou du chocolat.",,,,0.000,,Physalis Bio - Au Pas De Courses,"Physalis Bio - La Récolte - La barquette - Le physalis bio porte également les mignons petits noms d'""amour en cage"", de Cerise d’hiver, de groseille du Cap, de",,,
x,LRE-LRA-001,,Radis Noir Bio,Activé,0,kg,3.95 €,La pièce de 300g,0.300,1,1.19 €,3.95 €/kg,5,0.20,0.90 €,LRE17-radisnoir.jpg,LRE17-radisnoir.jpg,LRE17-radisnoir.jpg,Radis Noir Bio,Radis Noir Bio,Radis Noir Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Légumes Racines Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Légumes Racines Bio,,,,,,France Bretagne,,AB,,,,,0.300,,Radis Noir Bio - Au Pas De Courses,Radis Noir Bio - La Récolte - La pièce de 300g - ,,,
x,LRE-AUL-006,,Asperge Verte Bio,Activé,0,pièce,8.00 €,La botte,0.500,1,8.00 €,8 €/pièce,5,0.20,6.07 €,LRE17-aspergeverte.jpg,LRE17-aspergeverte.jpg,LRE17-aspergeverte.jpg,Asperge Verte Bio,Asperge Verte Bio,Asperge Verte Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Autres Légumes Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Autres Légumes Bio,,,,Langerigue,,France Maine et Loire,Direct Producteur,AB,,,,,0.500,,Asperge Verte Bio - Au Pas De Courses,Asperge Verte Bio - La Récolte - La botte - ,,,
x,LRE-AUL-007,,Asperge Blanche Bio,Activé,0,pièce,8.00 €,La botte,0.500,1,8.00 €,8 €/pièce,5,0.20,6.07 €,LRE17-aspergeblanche.jpg,LRE17-aspergeblanche.jpg,LRE17-aspergeblanche.jpg,Asperge Blanche Bio,Asperge Blanche Bio,Asperge Blanche Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Autres Légumes Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Autres Légumes Bio,,,,Langerigue,,France Maine et Loire,Direct Producteur,AB,,,,,0.500,,Asperge Blanche Bio - Au Pas De Courses,Asperge Blanche Bio - La Récolte - La botte - ,,,
,LRE-LRA-002,,Radis Rose de Chine Bio,0,0,kg,3.95 €,La portion de 500g,0.500,1,1.98 €,3.95 €/kg,5,0.20,1.50 €,LRE17-Radirosechine.jpg,LRE17-Radirosechine.jpg,LRE17-Radirosechine.jpg,Radis Rose de Chine Bio,Radis Rose de Chine Bio,Radis Rose de Chine Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Légumes Racines Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Légumes Racines Bio,,,,Famille Paugam,http://www.voisinsbio.fr/,France Bretagne,Direct Producteur,AB,,,,,0.500,,Radis Rose de Chine Bio - Au Pas De Courses,Radis Rose de Chine Bio - La Récolte - La portion de 500g - ,,,
,LRE-LRA-003,,Poire de Terre Bio,0,0,kg,3.90 €,La portion de 500g,0.500,1,1.95 €,3.9 €/kg,5,0.20,1.48 €,LRE17-poireterre.jpg,LRE17-poireterre.jpg,LRE17-poireterre.jpg,Poire de Terre Bio,Poire de Terre Bio,Poire de Terre Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Légumes Racines Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Légumes Racines Bio,,,,Famille Paugam,http://www.voisinsbio.fr/,France Bretagne,Direct Producteur,AB,,,,,0.500,,Poire de Terre Bio - Au Pas De Courses,Poire de Terre Bio - La Récolte - La portion de 500g - ,,,
x,LRE-LRA-004,,Panais Bio,Activé,0,kg,4.60 €,La portion de 500g,0.500,1,2.30 €,4.6 €/kg,5,0.20,1.74 €,LRE17-Panais.jpg,LRE17-Panais.jpg,LRE17-Panais.jpg,Panais Bio,Panais Bio,Panais Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Légumes Racines Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Légumes Racines Bio,,,,Ferme Ticoz  /Regnault,,France Bretagne Auvergne,"Direct Producteur, Demeter, Biodynamie",AB,"En purée, rôti au four avec du miel",,,,0.500,,Panais Bio - Au Pas De Courses,"Panais Bio - La Récolte - La portion de 500g - En purée, rôti au four avec du miel",,,
x,LRE-LRA-005,,Carottes Lavées Bio,Activé,0,kg,2.95 €,La portion de 500g,0.500,1,1.48 €,2.95 €/kg,5,0.20,1.12 €,LRE17-carottelavee.jpg,LRE17-carottelavee.jpg,LRE17-carottelavee.jpg,Carottes Lavées Bio,Carottes Lavées Bio,Carottes Lavées Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Légumes Racines Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Légumes Racines Bio,,,,Famille Paugam,http://www.voisinsbio.fr/,France Bretagne,Direct Producteur,AB,,,,,0.500,,Carottes Lavées Bio - Au Pas De Courses,Carottes Lavées Bio - La Récolte - La portion de 500g - ,,,
x,LRE-LRA-006,,Carotte Vrac Bio,Activé,0,kg,2.95 €,La portion de 500g,0.500,1,1.48 €,2.95 €/kg,5,0.20,1.12 €,LRE17-carottevrac.jpg,LRE17-carottevrac.jpg,LRE17-carottevrac.jpg,Carotte Vrac Bio,Carotte Vrac Bio,Carotte Vrac Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Légumes Racines Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Légumes Racines Bio,,,,Bioleyre,,France Landes,,AB,,,,,0.500,,Carotte Vrac Bio - Au Pas De Courses,Carotte Vrac Bio - La Récolte - La portion de 500g - ,,,
x,LRE-LRA-007,,Oca du Pérou Bio,Activé,1,kg,8.90 €,La portion de 500g,0.500,1,4.45 €,8.9 €/kg,5,0.20,3.37 €,LRE17-ocaperou.jpg,LRE17-ocaperou.jpg,LRE17-ocaperou.jpg,Oca du Pérou Bio,Oca du Pérou Bio,Oca du Pérou Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Légumes Racines Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Légumes Racines Bio,,,,Gwénolé Leroy,http://www.voisinsbio.fr/,France Bretagne,Direct Producteur,AB,"En purée, sauté. Gwénolé Leroy est un jeune producteur qui se spécialise dans les semences et les variétés de légumes anciens (Tomates) ou rares (poivrons, carottes multicolores) et locaux qui prennent plus de temps à pousser, ce qui leur donne plus de goût.",,,,0.500,,Oca du Pérou Bio - Au Pas De Courses,"Oca du Pérou Bio - La Récolte - La portion de 500g - En purée, sauté. Gwénolé Leroy est un jeune producteur qui se spécialise dans les semences et les variétés ",,,
x,LRE-LRA-008,,Capucine Tubéreuse Bio,Activé,0,kg,8.90 €,La portion de 200g,0.200,1,1.78 €,8.9 €/kg,5,0.20,1.35 €,LRE17-capucine.jpg,LRE17-capucine.jpg,LRE17-capucine.jpg,Capucine Tubéreuse Bio,Capucine Tubéreuse Bio,Capucine Tubéreuse Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Légumes Racines Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Légumes Racines Bio,,,,Gwénolé Leroy,http://www.voisinsbio.fr/,France Bretagne,Direct Producteur,AB,"Un goût proche du raifort, la capucine tubéreuse sert d'accompagnement cru à la mandoline, ou peut être accomodée en purée ou sauté. Gwénolé Leroy est un jeune producteur qui se spécialise dans les semences et les variétés de légumes anciens (Tomates) ou rares (poivrons, carottes multicolores) et locaux qui prennent plus de temps à pousser, ce qui leur donne plus de goût.",,,,0.200,,Capucine Tubéreuse Bio - Au Pas De Courses,"Capucine Tubéreuse Bio - La Récolte - La portion de 200g - Un goût proche du raifort, la capucine tubéreuse sert d'accompagnement cru à la mandoline, ou peut êt",,,
x,LRE-LRA-009,,Topinambour Bio,Activé,0,kg,4.90 €,La portion de 500g,0.500,1,2.45 €,4.9 €/kg,5,0.20,1.86 €,LRE17-topinambour.jpg,LRE17-topinambour.jpg,LRE17-topinambour.jpg,Topinambour Bio,Topinambour Bio,Topinambour Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Légumes Racines Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Légumes Racines Bio,,,,Famille Paugam,http://www.voisinsbio.fr/,France Bretagne,Direct Producteur,AB,"Frits, sautés au beurre, en purée ou simplement à la vapeur",,,,0.500,,Topinambour Bio - Au Pas De Courses,"Topinambour Bio - La Récolte - La portion de 500g - Frits, sautés au beurre, en purée ou simplement à la vapeur",,,
x,LRE-LRA-010,,Topinambour Heliantis Bio,Activé,0,kg,4.90 €,La portion de 500g,0.500,1,2.45 €,4.9 €/kg,5,0.20,1.86 €,LRE17-topheliantis.jpg,LRE17-topheliantis.jpg,LRE17-topheliantis.jpg,Topinambour Heliantis Bio,Topinambour Heliantis Bio,Topinambour Heliantis Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Légumes Racines Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Légumes Racines Bio,,,,Famille Paugam,http://www.voisinsbio.fr/,France Bretagne,Direct Producteur,AB,,,,,0.500,,Topinambour Heliantis Bio - Au Pas De Courses,Topinambour Heliantis Bio - La Récolte - La portion de 500g - ,,,
x,LRE-LRA-020,,Crosne Bio,Activé,0,kg,21.50 €,la portion de 100g,0.100,1,2.15 €,21.5 €/kg,5,0.20,1.63 €,,,,Crosne Bio,Crosne Bio,Crosne Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Légumes Racines Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Légumes Racines Bio,,,,Famille Paugam,http://www.voisinsbio.fr/,France Bretagne,Direct Producteur,AB,,,,,0.100,,Crosne Bio - Au Pas De Courses,Crosne Bio - La Récolte - la portion de 100g - ,,,
x,LRE-LRA-011,,Rutabaga Bio,Activé,0,kg,3.45 €,La portion de 500g,0.500,1,1.73 €,3.45 €/kg,5,0.20,1.31 €,,,,Rutabaga Bio,Rutabaga Bio,Rutabaga Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Légumes Racines Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Légumes Racines Bio,,,,Famille Paugam,http://www.voisinsbio.fr/,France Bretagne,Direct Producteur,AB,,,,,0.500,,Rutabaga Bio - Au Pas De Courses,Rutabaga Bio - La Récolte - La portion de 500g - ,,,
x,LRE-LRA-012,,Navet Jaune Boule D'Or Bio,Activé,0,kg,3.90 €,La portion de 500g,0.500,1,1.95 €,3.9 €/kg,5,0.20,1.48 €,LRE17-navetaune.jpg,LRE17-navetaune.jpg,LRE17-navetaune.jpg,Navet Jaune Boule D'Or Bio,Navet Jaune Boule D'Or Bio,Navet Jaune Boule D'Or Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Légumes Racines Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Légumes Racines Bio,,,,Famille Paugam / Regnault,http://www.voisinsbio.fr/,France Bretagne Auvergne,"Direct Producteur, Demeter, Biodynamie",AB,"En purée, cru à la mandoline",,,,0.500,,Navet Jaune Boule D'Or Bio - Au Pas De Courses,"Navet Jaune Boule D'Or Bio - La Récolte - La portion de 500g - En purée, cru à la mandoline",,,
x,LRE-LRA-013,,Navet Violet,Activé,1,kg,3.10 €,La portion de 500g,0.500,1,1.55 €,3.1 €/kg,5,0.20,1.18 €,LRE17-navetviolet.jpg,LRE17-navetviolet.jpg,LRE17-navetviolet.jpg,Navet Violet,Navet Violet,Navet Violet,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Légumes Racines Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Légumes Racines Bio,,,,Les Fanalous,http://www.voisinsbio.fr/,France Sud Ouest,"Direct Producteur, Demeter, Biodynamie",AB,"En purée, cru à la mandoline",,,,0.500,,Navet Violet - Au Pas De Courses,"Navet Violet - La Récolte - La portion de 500g - En purée, cru à la mandoline",,,
x,LRE-OAE-001,,Echalotte Bio,Activé,0,kg,5.50 €,La portion de 500g,0.500,1,2.75 €,5.5 €/kg,5,0.20,2.09 €,LRE17-echalotte.jpg,LRE17-echalotte.jpg,LRE17-echalotte.jpg,Echalotte Bio,Echalotte Bio,Echalotte Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Oignon Ail & Echalotes Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Oignon Ail & Echalotes Bio,,,,Famille Paugam,http://www.voisinsbio.fr/,France Bretagne,Direct Producteur,AB,,,,,0.500,,Echalotte Bio - Au Pas De Courses,Echalotte Bio - La Récolte - La portion de 500g - ,,,
x,LRE-OAE-002,,Oignon Jaune Bio,Activé,0,kg,3.95 €,La portion de 500g,0.500,1,1.98 €,3.95 €/kg,5,0.20,1.50 €,LRE17-orignonjaune.jpg,LRE17-orignonjaune.jpg,LRE17-orignonjaune.jpg,Oignon Jaune Bio,Oignon Jaune Bio,Oignon Jaune Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Oignon Ail & Echalotes Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Oignon Ail & Echalotes Bio,,,,Regnault,,France Auvergne,"Direct Producteur, Demeter, Biodynamie",AB,,,,,0.500,,Oignon Jaune Bio - Au Pas De Courses,Oignon Jaune Bio - La Récolte - La portion de 500g - ,,,
x,LRE-OAE-003,,Oignon Rose Bio,Activé,0,kg,3.95 €,La portion de 500g,0.500,1,1.98 €,3.95 €/kg,5,0.20,1.50 €,LRE17-oignonrose.jpg,LRE17-oignonrose.jpg,LRE17-oignonrose.jpg,Oignon Rose Bio,Oignon Rose Bio,Oignon Rose Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Oignon Ail & Echalotes Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Oignon Ail & Echalotes Bio,,,,Gwénolé Le Roy,,France Bretagne,"Direct Producteur, Semence Libre",AB,,,,,0.500,,Oignon Rose Bio - Au Pas De Courses,Oignon Rose Bio - La Récolte - La portion de 500g - ,,,
,LRE-OAE-004,,Ail blanc sec,0,0,kg,12.00 €,La portion de 500g,0.500,1,6.00 €,12 €/kg,5,0.20,4.55 €,LRE17-ailblanc.jpg,LRE17-ailblanc.jpg,LRE17-ailblanc.jpg,Ail blanc sec,Ail blanc sec,Ail blanc sec,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Oignon Ail & Echalotes Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Oignon Ail & Echalotes Bio,,,,JM Chancel,,France Drôme,,AB,,,,,0.500,,Ail blanc sec - Au Pas De Courses,Ail blanc sec - La Récolte - La portion de 500g - ,,,
,LRE-OAE-005,,Oignon Rouge Simiane Bio,0,0,kg,3.95 €,La portion de 500g,0.500,1,1.98 €,3.95 €/kg,5,0.20,1.50 €,LRE17-oignonsimiane.jpg,LRE17-oignonsimiane.jpg,LRE17-oignonsimiane.jpg,Oignon Rouge Simiane Bio,Oignon Rouge Simiane Bio,Oignon Rouge Simiane Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Oignon Ail & Echalotes Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Oignon Ail & Echalotes Bio,,,,Regnault,,France Auvergne,"Direct Producteur, Demeter, Biodynamie",AB,,,,,0.500,,Oignon Rouge Simiane Bio - Au Pas De Courses,Oignon Rouge Simiane Bio - La Récolte - La portion de 500g - ,,,
,LRE-PDT-001,,Pomme de Terre Kuroda Bio,0,0,kg,2.60 €,La portion de 500g,0.500,1,1.30 €,2.6 €/kg,5,0.20,0.99 €,LRE17-pdtkuroda.jpg,LRE17-pdtkuroda.jpg,LRE17-pdtkuroda.jpg,Pomme de Terre Kuroda Bio,Pomme de Terre Kuroda Bio,Pomme de Terre Kuroda Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Pomme de Terre Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Pomme de Terre Bio,,,,Edgar Brwkhor,,France Sud Ouest,Direct Producteur,AB,"Chair ferme, cuisson à l'eau, vapeur, rissolées ou sautés. Très bonne en salades, raclettes, tartiflettes ou choucroutes.",,,,0.500,,Pomme de Terre Kuroda Bio - Au Pas De Courses,"Pomme de Terre Kuroda Bio - La Récolte - La portion de 500g - Chair ferme, cuisson à l'eau, vapeur, rissolées ou sautés. Très bonne en salades, raclettes, tarti",,,
,LRE-PDT-002,,Pomme de terre Charlotte Bio,0,0,kg,2.60 €,La portion de 500g,0.500,1,1.30 €,2.6 €/kg,5,0.20,0.99 €,LRE17-pdtcharlotte.jpg,LRE17-pdtcharlotte.jpg,LRE17-pdtcharlotte.jpg,Pomme de terre Charlotte Bio,Pomme de terre Charlotte Bio,Pomme de terre Charlotte Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Pomme de Terre Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Pomme de Terre Bio,,,,,,France Bretagne,,AB,"Chair ferme, cuisson à l'eau, vapeur, rissolées ou sautés. Très bonne en salades, raclettes, tartiflettes ou choucroutes.",,,,0.500,,Pomme de terre Charlotte Bio - Au Pas De Courses,"Pomme de terre Charlotte Bio - La Récolte - La portion de 500g - Chair ferme, cuisson à l'eau, vapeur, rissolées ou sautés. Très bonne en salades, raclettes, ta",,,
x,LRE-PDT-003,,Pomme de terre Agria Bio,Activé,0,kg,2.60 €,La portion de 500g,0.500,1,1.30 €,2.6 €/kg,5,0.20,0.99 €,LRE17-pdtagria.jpg,LRE17-pdtagria.jpg,LRE17-pdtagria.jpg,Pomme de terre Agria Bio,Pomme de terre Agria Bio,Pomme de terre Agria Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Pomme de Terre Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Pomme de Terre Bio,,,,Alain Regnault,,France Auvergne,Direct Producteur,AB,"Chair tendre, à préparer à l'eau ou au four. Délicieuse en purée, frites ou gratin.",,,,0.500,,Pomme de terre Agria Bio - Au Pas De Courses,"Pomme de terre Agria Bio - La Récolte - La portion de 500g - Chair tendre, à préparer à l'eau ou au four. Délicieuse en purée, frites ou gratin.",,,
x,LRE-PDT-004,,Patate Douce Bio,Activé,0,kg,5.90 €,Le kilo,1.000,1,5.90 €,5.9 €/kg,5,0.20,4.47 €,LRE17-patatedouce.jpg,LRE17-patatedouce.jpg,LRE17-patatedouce.jpg,Patate Douce Bio,Patate Douce Bio,Patate Douce Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Pomme de Terre Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Pomme de Terre Bio,,,,Agrilatina,,Italie,Direct Producteur,AB,,,,,1.000,,Patate Douce Bio - Au Pas De Courses,Patate Douce Bio - La Récolte - Le kilo - ,,,
,LRE-PDT-005,,Pomme de Terre Rosabelle Bio,0,0,kg,2.60 €,La portion de 500g,0.500,1,1.30 €,2.6 €/kg,5,0.20,0.99 €,,,,Pomme de Terre Rosabelle Bio,Pomme de Terre Rosabelle Bio,Pomme de Terre Rosabelle Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Pomme de Terre Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Pomme de Terre Bio,,,,SARL Bourel,,France Bretagne,Direct Producteur,AB,A sauter,,,,0.500,,Pomme de Terre Rosabelle Bio - Au Pas De Courses,Pomme de Terre Rosabelle Bio - La Récolte - La portion de 500g - A sauter,,,
x,LRE-PDT-006,,Pomme de terre Bikini Bio,Activé,0,kg,2.60 €,La portion de 500g,0.500,1,1.30 €,2.6 €/kg,5,0.20,0.99 €,LRE17-pdtbikini.jpg,LRE17-pdtbikini.jpg,LRE17-pdtbikini.jpg,Pomme de terre Bikini Bio,Pomme de terre Bikini Bio,Pomme de terre Bikini Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Pomme de Terre Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Pomme de Terre Bio,,,,,,France Bretagne,Direct Producteur,AB,Chair tendre,,,,0.500,,Pomme de terre Bikini Bio - Au Pas De Courses,Pomme de terre Bikini Bio - La Récolte - La portion de 500g - Chair tendre,,,
